delivery_no,customer_name,invoice_date_raw,customer_order_no,instruction_no,product_name,spec,color,qty,unit,unit_price,amount,remark,source_sheet
AH2601064,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600151,Z25102-430-1,"佳积布230G54""","佳积布230G54""",白色109-98-01,17.0,Y,5.0,85.0,,安健帐单
AH2601064,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601138,Z25073-213-6,"K106 230-250g 单层网布 54""","K106 230-250g 单层网布 54""",黑色139-18-00,21.0,Y,4.7,98.7,,安健帐单
AH2601064,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25076-227-7,250g 组织布54“,250g 组织布54“,白色109-98-01,9.0,Y,5.2,46.8,,安健帐单
AH2601064,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25076-227-6,250g 组织布54“,250g 组织布54“,白色109-98-01,4.0,Y,5.2,20.8,,安健帐单
AH2601064,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601138,Z25076-227-8,250g 组织布54“,250g 组织布54“,白色109-89-01,15.0,Y,5.2,78.0,,安健帐单
AH2601064,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25078-409-1,250g 组织布54“,250g 组织布54“,白色109-98-01,104.0,Y,5.2,540.8,,安健帐单
AH2601065,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z24110-520-7,"120g 佳积布 54""","120g 佳积布 54""",黑色,209.0,Y,2.75,574.75,,安健帐单
AH2601065,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z24110-520-8,"120g 佳积布 54""","120g 佳积布 54""",黑色,29.0,Y,2.75,79.75,,安健帐单
AH2601065,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601634,Z24110-519-15,"120g 佳积布 54""","120g 佳积布 54""",黑色,29.0,Y,2.75,79.75,,安健帐单
AH2601065,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25072-454,"佳积布250G 54""","佳积布250G 54""",白色,226.0,Y,5.2,1175.2,,安健帐单
AH2601065,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25073-216-13,"354纹 280-290g单层网 54""","354纹 280-290g单层网 54""",黑色139-18-00,16.0,Y,9.0,144.0,,安健帐单
AH2601065,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601138,Z25073-460,"354纹 280-290g单层网 54""","354纹 280-290g单层网 54""",黑色139-18-00,24.0,Y,9.0,216.0,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-409-1,"120g 佳积布54""","120g 佳积布54""",白色,161.0,Y,2.75,442.75,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25058-393,"120g 佳积布54""","120g 佳积布54""",白色,159.0,Y,2.75,437.25,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25058-394,"120g 佳积布54""","120g 佳积布54""",白色,280.0,Y,2.75,770.0,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25058-395,"120g 佳积布54""","120g 佳积布54""",白色,182.0,Y,2.75,500.5,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601634,Z25078-447-2,"120g 佳积布54""","120g 佳积布54""",白色,15.0,Y,2.75,41.25,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601634,Z25078-465-2,"120g 佳积布54""","120g 佳积布54""",白色,25.0,Y,2.75,68.75,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z24110-521-8,"120g 佳积布54""","120g 佳积布54""",白色,185.0,Y,2.75,508.75,,安健帐单
AH2601066,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z24110-521-9,"120g 佳积布54""","120g 佳积布54""",白色,14.0,Y,2.75,38.5,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-446,"120g 佳积布54""","120g 佳积布54""",白色,170.0,Y,2.75,467.5,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-446-1,"120g 佳积布54""","120g 佳积布54""",白色,21.0,Y,2.75,57.75,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-447,"120g 佳积布54""","120g 佳积布54""",白色,90.0,Y,2.75,247.5,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-447-1,"120g 佳积布54""","120g 佳积布54""",白色,21.0,Y,2.75,57.75,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-465,"120g 佳积布54""","120g 佳积布54""",白色,170.0,Y,2.75,467.5,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25078-465-1,"120g 佳积布54""","120g 佳积布54""",白色,21.0,Y,2.75,57.75,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25058-393,"120g 佳积布 56""","120g 佳积布 56""",白色,28.0,Y,2.75,77.0,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25058-394,"120g 佳积布 56""","120g 佳积布 56""",白色,42.0,Y,2.75,115.5,,安健帐单
AH2601067,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600718,Z25058-395,"120g 佳积布 56""","120g 佳积布 56""",白色,27.0,Y,2.75,74.25,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25072-454,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,64.0,Y,5.2,332.8,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-414,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,37.0,Y,5.2,192.4,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-415,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,228.0,Y,5.2,1185.6,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-414-1,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,64.0,Y,5.2,332.8,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-414-2,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,38.0,Y,5.2,197.6,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-415-1,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,18.0,Y,5.2,93.6,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-415-2,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,115.0,Y,5.2,598.0,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-455,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,34.0,Y,5.2,176.8,,安健帐单
AH2601068,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-455-1,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,28.0,Y,5.2,145.6,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-412,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,116.0,Y,5.2,603.2,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-417,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,43.0,Y,5.2,223.6,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-418,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,14.0,Y,5.2,72.8,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-412-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,15.0,Y,5.2,78.0,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-412-2,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,47.0,Y,5.2,244.4,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-412-5,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,57.0,Y,5.2,296.4,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-417-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,82.0,Y,5.2,426.4,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-418-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,35.0,Y,5.2,182.0,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-412-3,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,28.0,Y,5.2,145.6,,安健帐单
AH2601069,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601733,Z25072-418-2,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,43.0,Y,5.2,223.6,,安健帐单
AH2601070,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25078-409-1,"BK 单层网布54""","BK 单层网布54""",蓝色126-34-11,202.0,Y,4.0,808.0,,安健帐单
AH2601070,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25086-450,"BK网布54"" 耐黄200g","BK网布54"" 耐黄200g",白色109-98-01,118.0,Y,4.0,472.0,,安健帐单
AH2601070,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25086-450-1,"BK网布54"" 耐黄200g","BK网布54"" 耐黄200g",白色109-98-01,67.0,Y,4.0,268.0,,安健帐单
AH2601070,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25076-227-7,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,20.0,Y,6.5,130.0,,安健帐单
AH2601070,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25076-227-6,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,7.0,Y,6.5,45.5,,安健帐单
AH2601070,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2601138,Z25076-227-8,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,33.0,Y,6.5,214.5,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,,Z25075-274-4,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,165.0,Y,5.3,874.5,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25075-444,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,317.0,Y,5.3,1680.1,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25075-444-1,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,150.0,Y,5.3,795.0,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25076-456,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,201.0,Y,5.3,1065.3,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25076-456-1,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,105.0,Y,5.3,556.5,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25117-464,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,270.0,Y,5.3,1431.0,,安健帐单
AH2601071,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600624,Z25117-464-1,"250g 粗纹真美布54""","250g 粗纹真美布54""",白色109-98-01,83.0,Y,5.3,439.9,,安健帐单
AH2601072,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2524787,Z25072-418,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",传统绿059-40-11,16.0,Y,6.3,100.8,,安健帐单
AH2601072,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2524787,Z25072-418-1,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",传统绿059-40-11,41.0,Y,6.3,258.3,,安健帐单
AH2601072,莆田安健致远鞋业限公司,2026-01-20 00:00:00,ALCPO2600507,Z25072-418-2,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",传统绿059-40-11,53.0,Y,6.3,333.9,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-417,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,59.0,Y,6.3,371.7,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-417-1,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,113.0,Y,6.3,711.9,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-418,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,19.0,Y,6.3,119.7,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-416-2,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,23.0,Y,6.3,144.9,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-416-1,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,30.0,Y,6.3,189.0,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-416,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,116.0,Y,6.3,730.8,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-411-2,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,33.0,Y,6.3,207.9,,安健帐单
AH2601073,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-411-1,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,40.0,Y,6.3,252.0,,安健帐单
AH2601074,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-411,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,51.0,Y,6.3,321.3,,安健帐单
AH2601074,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-418-1,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,48.0,Y,6.3,302.4,,安健帐单
AH2601074,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-411-3,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,290.0,Y,6.3,1827.0,,安健帐单
AH2601074,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-411-4,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,31.0,Y,6.3,195.3,,安健帐单
AH2601074,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-416-3,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,285.0,Y,6.3,1795.5,,安健帐单
AH2601074,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-418-2,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",灰色000-47-00,60.0,Y,6.3,378.0,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-410-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,131.0,Y,5.2,681.2,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-411,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,98.0,Y,5.2,509.6,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-416-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,126.0,Y,5.2,655.2,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2524787,Z25072-419,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,204.0,Y,5.2,1060.8,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600475,Z25072-207-12,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,284.0,Y,5.2,1476.8,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-410-2,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,789.0,Y,5.2,4102.8,,安健帐单
AH2601075,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-410-3,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,230.0,Y,5.2,1196.0,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-411-3,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,553.0,Y,5.2,2875.6,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-411-4,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,59.0,Y,5.2,306.8,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-416-3,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,1213.0,Y,5.2,6307.6,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-419-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,85.0,Y,5.2,442.0,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600169,Z25109-380,"YS-2001 300g单层网布 54""","YS-2001 300g单层网布 54""",餐厅棕19-0820TPG,91.0,Y,12.0,1092.0,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,,,小缸费,小缸费,餐厅棕19-0820TPG,1.0,个,300.0,300.0,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-413-1,"佳积布 54""250g","佳积布 54""250g",表情粉154-77-21,90.0,Y,5.2,468.0,,安健帐单
AH2601076,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25072-413-2,"佳积布 54""250g","佳积布 54""250g",表情粉154-77-21,27.0,Y,5.2,140.4,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600624,Z25073-462,"354纹 280-290g单层网 54""","354纹 280-290g单层网 54""",白色109-98-01,69.0,Y,9.0,621.0,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600624,Z25073-463,"354纹 280-290g单层网布 54""","354纹 280-290g单层网布 54""",白色109-98-01,33.0,Y,9.0,297.0,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600624,Z25073-463-1,"354纹 280-290g单层网布 54""","354纹 280-290g单层网布 54""",白色109-98-01,23.0,Y,9.0,207.0,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2601138,Z25073-211-8,"354纹 280-290g单层网 54""","354纹 280-290g单层网 54""",白色109-98-01,31.0,Y,9.0,279.0,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2601138,Z25073-463-3,"354纹 280-290g单层网布 54""","354纹 280-290g单层网布 54""",白色109-98-01,21.0,Y,9.0,189.0,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600624,Z25117-464,"YHM354 单层网布54"" 耐黄","YHM354 单层网布54"" 耐黄",白色109-98-01,94.0,Y,9.0,846.0,,安健帐单
AH2601077,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600624,Z25117-464-1,"YHM354 单层网布54"" 耐黄","YHM354 单层网布54"" 耐黄",白色109-98-01,29.0,Y,9.0,261.0,,安健帐单
AH2601078,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25076-226-3,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",黑色139-18-00,7.0,Y,6.5,45.5,,安健帐单
AH2601078,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2600507,Z25076-226-2,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",黑色139-18-00,14.0,Y,6.5,91.0,,安健帐单
AH2601078,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2601138,Z25076-226-4,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",黑色139-18-00,29.0,Y,6.5,188.5,,安健帐单
AH2601078,莆田安健致远鞋业限公司,2026-01-21 00:00:00,ALCPO2601138,Z24109-516-11,"DJ 132/有光K184纹 240g 单层网布 54""","DJ 132/有光K184纹 240g 单层网布 54""",黑色139-18-00,9.0,Y,6.0,54.0,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600166,Z25070-373,"200g 佳积布54""","200g 佳积布54""",绿夹克19-6027TPG,206.0,Y,4.5,927.0,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,,,小缸费,小缸费,绿夹克19-6027TPG,1.0,个,300.0,300.0,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600624,Z25072-455,"佳积布 54""250g","佳积布 54""250g",米黄038-90-04,113.0,Y,5.2,587.6,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600624,Z25072-455-1,"佳积布 54""250g","佳积布 54""250g",米黄038-90-04,84.0,Y,5.2,436.8,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600507,Z25072-410-3,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",柠绿色064-84-51,37.0,Y,6.3,233.1,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600507,Z25072-413-1,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",宁静蓝123-79-06,20.0,Y,6.3,126.0,,安健帐单
AH2601079,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600507,Z25072-413-2,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",宁静蓝123-79-06,27.0,Y,6.3,170.1,,安健帐单
AH2601080,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2524787,Z25072-412,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",胜利红009-39-36,160.0,Y,6.3,1008.0,,安健帐单
AH2601080,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2524787,Z25072-412-1,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",胜利红009-39-36,20.0,Y,6.3,126.0,,安健帐单
AH2601080,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600507,Z25072-412-2,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",胜利红009-39-36,65.0,Y,6.3,409.5,,安健帐单
AH2601080,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600507,Z25072-412-3,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",胜利红009-39-36,38.0,Y,6.3,239.4,,安健帐单
AH2601080,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2601138,Z25072-412-5,"D027纹 250-260g 单层网布 54""","D027纹 250-260g 单层网布 54""",胜利红009-39-36,78.0,Y,6.3,491.4,,安健帐单
AH2601081,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600624,Z25086-450,"K106/DJT 1834纹单层网布54""","K106/DJT 1834纹单层网布54""",白色109-98-01,693.0,Y,4.3,2979.9,,安健帐单
AH2601081,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600624,Z25086-450-1,"K106/DJT 1834纹单层网布54""","K106/DJT 1834纹单层网布54""",白色109-98-01,125.0,Y,4.3,537.5,,安健帐单
AH2601081,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2600624,Z25073-462,"K106/DJT 1834纹单层网布54""","K106/DJT 1834纹单层网布54""",白色109-98-01,322.0,Y,4.3,1384.6,,安健帐单
AH2601081,莆田安健致远鞋业限公司,2026-01-22 00:00:00,ALCPO2601138,Z25073-211-8,"K106/DJT 1834纹单层网布54""","K106/DJT 1834纹单层网布54""",白色109-98-01,109.0,Y,4.3,468.7,,安健帐单
AH2601082,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2601138,Z25076-226-4,"组织布 250g54""","组织布 250g54""",黑色139-18-00,13.0,Y,5.2,67.6,,安健帐单
AH2601082,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2601138,Z25076-226-4,"丝光布 54"" 120g","丝光布 54"" 120g",黑色,40.0,Y,3.1,124.0,,安健帐单
AH2601082,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2524787,Z25113-404,"YS-028 三明治网54""","YS-028 三明治网54""",黑色139-18-00,17.0,Y,13.5,229.5,,安健帐单
AH2601082,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2601138,Z25115-452,"YS-028 三明治网54""","YS-028 三明治网54""",黑色139-18-00,17.0,Y,13.5,229.5,,安健帐单
AH2601082,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2601138,Z25116-443,"YS-028 三明治网54""","YS-028 三明治网54""",黑色139-18-00,9.0,Y,13.5,121.5,,安健帐单
AH2601082,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2601138,Z25115-442,"YS-028 三明治网54""","YS-028 三明治网54""",黑色139-18-00,8.0,Y,13.5,108.0,,安健帐单
AH2601083,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2600507,Z25072-415-2,"D027纹250-260g单层网布54""","D027纹250-260g单层网布54""",幻影紫142-24-12,80.0,Y,6.3,504.0,,安健帐单
AH2601083,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2600507,Z25072-418-2,"佳积布 54""250g","佳积布 54""250g",传统绿059-40-11,115.0,Y,5.2,598.0,,安健帐单
AH2601083,莆田安健致远鞋业限公司,2026-01-23 00:00:00,ALCPO2600507,Z25072-415-2,"佳积布 54""250g","佳积布 54""250g",幻影紫142-24-12,98.0,Y,5.2,509.6,,安健帐单
