delivery_no,customer_name,invoice_date_raw,customer_order_no,instruction_no,product_name,spec,color,qty,unit,unit_price,amount,remark,source_sheet
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",白色109-98-01,3.0,Y,9.5,28.5,,安恒帐单
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,2.0,Y,9.5,19.0,,安恒帐单
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,1.0,Y,9.5,9.5,,安恒帐单
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,1.0,Y,9.5,9.5,,安恒帐单
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,6.0,Y,9.5,57.0,,安恒帐单
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,3.0,Y,9.5,28.5,,安恒帐单
AH2601137,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,XF8021纹 三明治网布,"54"" 350g/Y",黑色139-18-00,7.0,Y,9.5,66.5,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",勃艮第红008-26-19,8.0,Y,6.3,50.4,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",黑色139-18-00,2.0,Y,6.3,12.6,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",黑色139-18-00,1.0,Y,6.3,6.3,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",黑色139-18-00,2.0,Y,6.3,12.6,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",黑色139-18-00,1.0,Y,6.3,6.3,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",灰色4 000-47-00,4.0,Y,6.3,25.2,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",冷灰色04 AC4N,2.0,Y,6.3,12.6,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",胜利蓝 126-21-11,2.0,Y,6.3,12.6,,安恒帐单
AH2601138,福建安恒致远鞋业有限公司,2026-01-29 00:00:00,,,D027纹 单层网布,"54""250-260g",胜利蓝 126-21-11,1.0,Y,6.3,6.3,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",白色109-98-01,5.0,Y,13.5,67.5,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",白色109-98-01,4.0,Y,13.5,54.0,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",白色109-98-01,2.0,Y,13.5,27.0,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,1.0,Y,13.5,13.5,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,5.0,Y,13.5,67.5,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,4.0,Y,13.5,54.0,,安恒帐单
AH2601139,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"54"" 430g",暗黑色139-18-00,3.0,Y,13.5,40.5,,安恒帐单
AH2601140,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰2/中灰049-65-00,66.0,Y,16.5,1089.0,,安恒帐单
AH2601140,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰2/中灰049-65-00,4.0,Y,16.5,66.0,,安恒帐单
AH2601140,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰2/中灰049-65-00,22.0,Y,16.5,363.0,,安恒帐单
AH2601140,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,DJ132/有光K184 单层网布,"240g  54""",怀旧白038-90-04/米黄,119.0,Y,6.0,714.0,,安恒帐单
AH2601140,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,DJ132/有光K184 单层网布,"240g  54""",怀旧白038-90-04/米黄,109.0,Y,6.0,654.0,,安恒帐单
AH2601141,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YS571 网布,"530g 54""",宁静蓝123-79-06,6.0,Y,16.0,96.0,,安恒帐单
AH2601141,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YS571 网布,"530g 54""",宁静蓝123-79-06,112.0,Y,16.0,1792.0,,安恒帐单
AH2601141,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YS571 网布,"530g 54""",宁静蓝123-79-06,40.0,Y,16.0,640.0,,安恒帐单
AH2601141,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YS571 网布,"530g 54""",宁静蓝123-79-06,41.0,Y,16.0,656.0,,安恒帐单
AH2601141,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YS571 网布,"530g 54""",宁静蓝123-79-06,29.0,Y,16.0,464.0,,安恒帐单
AH2601141,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,CL24121三明治网布,"430g  54""",白色109-98-01,8.0,Y,13.5,108.0,,安恒帐单
AH2601142,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,3.0,Y,16.5,49.5,,安恒帐单
AH2601142,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,48.0,Y,16.5,792.0,,安恒帐单
AH2601142,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,36.0,Y,16.5,594.0,,安恒帐单
AH2601142,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",新灰1/031-78-00,151.0,Y,16.5,2491.5,,安恒帐单
AH2601142,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",蓝色117-31-18,172.0,Y,9.8,1685.6,,安恒帐单
AH2601142,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",蓝色117-31-18,9.0,Y,9.8,88.2,,安恒帐单
AH2601143,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,111.0,Y,9.8,1087.8,,安恒帐单
AH2601143,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,6.0,Y,9.8,58.8,,安恒帐单
AH2601143,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,85.0,Y,9.8,833.0,,安恒帐单
AH2601143,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",新灰1/031-78-00,17.0,Y,9.8,166.6,,安恒帐单
AH2601143,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,DJT1834纹  单层网布,"54 "" 200g",灰色000-64-00,279.0,Y,4.3,1199.7,,安恒帐单
AH2601143,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,经编佳积布,"46"" 150平方克",灰白色017-79-00,45.0,Y,4.0,180.0,,安恒帐单
AH2601144,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,DJ132POLYPAG单层网布,"240g 54""",黑色139-18-00,633.0,Y,6.0,3798.0,,安恒帐单
AH2601144,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,DJ132POLYPAG单层网布,"240g 54""",黑色139-18-00,198.0,Y,6.0,1188.0,,安恒帐单
AH2601144,福建安恒致远鞋业有限公司,2026-01-30 00:00:00,,,DJ132POLYPAG单层网布,"240g 54""",黑色139-18-00,1013.0,Y,6.0,6078.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,137.0,Y,6.0,822.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,269.0,Y,6.0,1614.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,556.0,Y,6.0,3336.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,93.0,Y,6.0,558.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,91.0,Y,6.0,546.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,180.0,Y,6.0,1080.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DJ132单层网布,"240g 54""",黑色139-18-00,133.0,Y,6.0,798.0,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,BK-Q01 单层网布,"260g*54""",黄色053-79-38,3.0,Y,5.5,16.5,,安恒帐单
AH2601145,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,354纹单层网,"280-290g  54""",白色109-98-01,2.0,Y,9.0,18.0,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,K106/DJT 1834纹单层网布,"54 """,白色109-98-01,5.0,Y,4.3,21.5,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",大胆紫128-27-24,2.0,Y,16.5,33.0,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",大胆紫128-27-24,24.0,Y,16.5,396.0,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",大胆紫128-27-24,37.0,Y,16.5,610.5,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,YS571单层网布,"530g 54""",深灰000-36-00,271.0,Y,16.0,4336.0,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,YS571单层网布,"530g 54""",深灰000-36-00,10.0,Y,16.0,160.0,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,D027纹单层网布,"250-260g 54""",白色109-98-01,88.0,Y,6.3,554.4,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,D027纹单层网布,"250-260g 54""",白色109-98-01,5.0,Y,6.3,31.5,,安恒帐单
AH2601146,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,D027纹单层网布,"250-260g 54""",白色109-98-01,50.0,Y,6.3,315.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,71.0,Y,21.0,1491.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,60.0,Y,21.0,1260.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,93.0,Y,21.0,1953.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,7.0,Y,21.0,147.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,21.0,Y,21.0,441.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,19.0,Y,21.0,399.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,45.0,Y,21.0,945.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,30.0,Y,21.0,630.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,13.0,Y,21.0,273.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,13.0,Y,21.0,273.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,42.0,Y,21.0,882.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,42.0,Y,21.0,882.0,,安恒帐单
AH2601147,福建安恒致远鞋业有限公司,2026-01-31 00:00:00,,,DH1503小圆点 网布,"54""",珊瑚绿7722C,3.0,Y,21.0,63.0,,安恒帐单
XYL260101,莆田市小月亮鞋业有限公司,2026-01-14 00:00:00,XYL2026001-1/-2,SM82003-1/-2,HSW32 P6纹单层网布,,黑色,166.0,码,6.32,1049.12,,小月亮帐单
XYL260101,莆田市小月亮鞋业有限公司,2026-01-14 00:00:00,XYL2026002-1/-3,SM82004-1/-3,HSW32 P6纹单层网布,,白色(米白),190.0,码,6.32,1500.8,,小月亮帐单
XYL260101,莆田市小月亮鞋业有限公司,2026-01-14 00:00:00,XYL2026002-3,SM82004-3,YS3313 360G/Y三明治网布,,潔白,70.0,码,15.62,1393.4,,小月亮帐单
XYL260102,莆田市小月亮鞋业有限公司,2026-01-20 00:00:00,XYL2026001-2,SM82003-2,YS-1951三明治网布,,煙藍灰,74.0,码,17.3,1580.2,,小月亮帐单
XYL260102,莆田市小月亮鞋业有限公司,2026-01-20 00:00:00,XYL2026001-3,SM82003-3,YS-1951三明治网布,,香雪球白,70.0,码,17.3,1511.0,,小月亮帐单
XYL260102,莆田市小月亮鞋业有限公司,2026-01-20 00:00:00,XYL2026001-3,SM82003-3,HSW32 P6纹单层网布,,靛青,100.0,码,6.32,932.0,,小月亮帐单
XYL260102,莆田市小月亮鞋业有限公司,2026-01-20 00:00:00,XYL2026002-1,SM82004-1,YS3313 360G/Y三明治网布,,雪白色,65.0,码,15.62,1315.3,,小月亮帐单
XYL260103,莆田市小月亮鞋业有限公司,2026-01-23 00:00:00,"XYL2026001-1/-2/-3
XYL2026002-1/-2/-3","SM82003-1/-2/-3
SM82004-1/-2/-3",0.4MM低温热熔胶34.5-36°,,本色,50.0,码,5.3,265.0,,小月亮帐单
XYL260103,莆田市小月亮鞋业有限公司,2026-01-23 00:00:00,"XYL2026001-1/-2/-3
XYL2026002-1/-2/-3","SM82003-1/-2/-3
SM82004-1/-2/-3",1.2MM低温热熔胶34.5-36°,,本色,40.0,码,15.3,612.0,,小月亮帐单
XYL260103,莆田市小月亮鞋业有限公司,2026-01-23 00:00:00,XYL2026002-2,SM82004-2,YS3313 360G/Y三明治网布,,印度藍,63.0,码,15.62,1284.06,,小月亮帐单
XYL260103,莆田市小月亮鞋业有限公司,2026-01-23 00:00:00,XYL2026002-2,SM82004-2,HSW32 P6纹单层网布,,暗灰褐,90.0,码,6.8,912.0,,小月亮帐单
XYL260103,莆田市小月亮鞋业有限公司,2026-01-23 00:00:00,XYL2026001-1,SM82003-1,YS-1951三明治网布,,黑色,55.0,码,17.3,1251.5,,小月亮帐单
XYL260104,莆田市小月亮鞋业有限公司,2026-01-29 00:00:00,XYL2026001-1/-2,SM82003-1/-2,HSW32 P6纹单层网布,,黑色,70.0,码,6.32,442.4,,小月亮帐单
XYL260201,莆田市小月亮鞋业有限公司,2026-02-02 00:00:00,XYL2026001-3,SM82003-3,HSW32 P6纹单层网布,,靛青,55.0,码,6.32,647.6,,小月亮帐单
XYL260201,莆田市小月亮鞋业有限公司,2026-02-02 00:00:00,XYL2026002-1/-3,SM82004-1/-3,HSW32 P6纹单层网布,,白色(米白),105.0,码,6.32,963.6,,小月亮帐单
KS2602001,康硕,2026-02-01 00:00:00,通用,,"D01网布 220码克54""","D01网布 220码克54""",黑色,3000.0,Y,5.0,15000.0,,康硕帐单
KS2602002,康硕,2026-02-02 00:00:00,K26071黑水红,,"YS1208三明治490码克54""","YS1208三明治490码克54""",桃红,158.0,Y,18.5,3223.0,,康硕帐单
KS2602003,康硕,2026-02-03 00:00:00,K26029黑,,"小孔三明治网布54""YS1919","小孔三明治网布54""YS1919",黑色,192.0,码,18.5,3852.0,,康硕帐单
KS2602004,康硕,2026-02-04 00:00:00,K26007暗粉,,"D02网布暗粉54""","D02网布暗粉54""",暗粉,115.0,码,5.2,898.0,,康硕帐单
KS260201,康硕,2026-02-02 00:00:00,样品,,YS16560三层网，610g/y，54,YS16560三层网，610g/y，54,黑色,4.0,码,,,,康硕帐单
HX2601001,恒鑫,2026-01-03 00:00:00,HXLEE-251215-6,L262UF223-2,粗条纹莱卡54,粗条纹莱卡54,墨绿16-5815TPG,30.0,Y,12.5,675.0,,恒鑫帐单
HX2601002,恒鑫,2026-01-21 00:00:00,,,K184尼龙布54英寸,K184尼龙布54英寸,军蓝,10.0,Y,7.0,70.0,,恒鑫帐单
HX2601002,恒鑫,2026-01-21 00:00:00,,,"YS24154单色三明治网布54""","YS24154单色三明治网布54""",黑色,15.0,Y,17.5,262.5,,恒鑫帐单
HX2601003,恒鑫,2026-01-21 00:00:00,HX1190-001,100210917,K184尼龙布54英寸,K184尼龙布54英寸,黑色,150.0,码,7.0,1050.0,,恒鑫帐单
HX2601003,恒鑫,2026-01-21 00:00:00,HX1190-031,100271446,K184尼龙布54英寸,K184尼龙布54英寸,黑色,32.0,码,7.0,224.0,,恒鑫帐单
HX2601004,恒鑫,2026-01-26 00:00:00,HX5915,100252735,"225G/Y莱卡 黑色 54""","225G/Y莱卡 黑色 54""",黑色,400.0,码,12.5,5000.0,,恒鑫帐单
HX2601004,恒鑫,2026-01-26 00:00:00,HX5915,100252735,225G-ST-B580-01 1100%PES网纱,225G-ST-B580-01 1100%PES网纱,黑色,210.0,码,15.0,3150.0,,恒鑫帐单
HX2601004,恒鑫,2026-01-26 00:00:00,HX5914,100252736,"225G-ST-B580-01 1100%PES网纱54""","225G-ST-B580-01 1100%PES网纱54""",AE8E粉笔白,55.0,码,15.0,1125.0,,恒鑫帐单
HX2601004,恒鑫,2026-01-26 00:00:00,HX5914,100252736,"190G 佳积布 54""","190G 佳积布 54""",AE8E粉笔白,300.0,码,4.3,1290.0,,恒鑫帐单
MK251101,福州明康商贸有限公司,2025-11-27 00:00:00,#REF!,,低弹平布,,黑色,50.0,Y,8.6,430.0,发黄石,明康帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,檸檬(13-0752 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,雪松綠(18-0328 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,清静灰(14-4107TPG),5.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,灰白(12-0304 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,黑玉色(19-0303 TPG),5.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,泰藍西亞紫(19-3638 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,原古白(11-0606 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,勉強粉(12-2906 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,白鶯色(11-0103 TPG),5.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,水晶粉(12-1605 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240401,莆田易发鞋业有限公司,2024-04-08 00:00:00,0,,YS-218 内里网布,,晚禮服(19-4024 TPG),2.0,Y,,0.0,,易发帐单
YF-Y240402,莆田易发鞋业有限公司,2024-04-09 00:00:00,0,,YS-218 内里网布,,明亮白(11-0601 TPG),3.0,Y,,0.0,,易发帐单
YF-Y240402,莆田易发鞋业有限公司,2024-04-09 00:00:00,0,,小米通布 200g,,晚禮服(19-4024 TPG),1.0,Y,,0.0,,易发帐单
YF-Y240403,莆田易发鞋业有限公司,2024-04-10 00:00:00,0,,小米通布 200g,,白色+ 分化笑脸图案参考彩图,1.0,Y,,0.0,,易发帐单
YF-Y240403,莆田易发鞋业有限公司,2024-04-10 00:00:00,0,,小米通布 200g,,白色+分化图片,1.0,Y,,0.0,,易发帐单
YF-Y240404,莆田易发鞋业有限公司,2024-04-30 00:00:00,SS25,,"环保涤纶网布 54""",,白色,10.0,Y,,0.0,,易发帐单
YF-Y240405,莆田易发鞋业有限公司,2024-05-10 00:00:00,SS25,,"环保涤纶网布 54""",,白色,5.0,Y,,0.0,,易发帐单
YF-Y240405,莆田易发鞋业有限公司,2024-05-10 00:00:00,SS25,,Ys-k086单层网,,月岩色14-4201TCX,3.0,Y,,0.0,,易发帐单
YF-Y240405,莆田易发鞋业有限公司,2024-05-10 00:00:00,SS25,,Ys-k086 单层网,,白色,1.0,Y,,0.0,,易发帐单
YF-Y240406,莆田易发鞋业有限公司,2024-05-13 00:00:00,SS24,,丝光布,,霜灰(12-6207 TPG),1.0,Y,,0.0,,易发帐单
YF-Y240407,莆田易发鞋业有限公司,2024-05-14 00:00:00,0,,YS-1583三层网,,七彩,1.0,Y,,0.0,,易发帐单
YF-Y240407,莆田易发鞋业有限公司,2024-05-14 00:00:00,0,,YS-1583三层网,,黑色,1.0,Y,,0.0,,易发帐单
YF240501,莆田易发鞋业有限公司,2024-05-08 00:00:00,YF24033-34,,"环保涤纶网布54""",,咖啡色,100.0,Y,7.5,1050.0,,易发帐单
HSXC2401001,福建星成鞋业有限公司,2024-01-08 00:00:00,F240108068,CJ6019,三明治网布-YS3300低弹,,白色,15.0,Y,16.0,240.0,,星成帐单
XC221015,莆田市星联鞋业有限公司,2022-10-16 00:00:00,,9X23127m,"180g白色佳积布54""",,白色,96.0,Y,3.9,374.4,,星昌.星联帐单
XC221202,莆田市星联鞋业有限公司,2022-12-05 00:00:00,4510016490,,"250G 黑色佳积布54""",,黑色,204.0,Y,4.8,979.2,,星昌.星联帐单
XC221225,莆田市星联鞋业有限公司,2022-12-29 00:00:00,4510022337,1100019493,"180G K209网布59""",,炫目蓝色,22.0,Y,5.9,129.8,,星昌.星联帐单
XC221225,莆田市星联鞋业有限公司,2022-12-29 00:00:00,,,小缸费,,炫目蓝色,1.0,个,200.0,200.0,,星昌.星联帐单
XC221225,莆田市星联鞋业有限公司,2022-12-29 00:00:00,4510022337,1100019493,"180G K209网布59""",,白柠檬色,7.0,Y,5.9,41.3,,星昌.星联帐单
XC221225,莆田市星联鞋业有限公司,2022-12-29 00:00:00,,,小缸费,,白柠檬色,1.0,个,200.0,200.0,,星昌.星联帐单
XC230613,莆田市星联鞋业有限公司,2023-06-10 00:00:00,4510051506,2X000594,"XF8001氨纶布54""360G",,白色,33.0,Y,15.0,495.0,,星昌.星联帐单
XC230618,莆田市星联鞋业有限公司,2023-06-15 00:00:00,,,"180G黑色佳积布54""",,黑色,350.0,Y,3.9,1365.0,,星昌.星联帐单
XC230622,莆田市星联鞋业有限公司,2023-06-17 00:00:00,,,"低弹平布54""",,白色,12.0,Y,5.6,67.2,,星昌.星联帐单
XC230623,莆田市星联鞋业有限公司,2023-06-17 00:00:00,4510049608,2X000568,"HF-WV07504 TPEE-TPU-P绞综网布56""340G",,白色,34.0,Y,48.5,1649.0,,星昌.星联帐单
XC230836,莆田市星联鞋业有限公司,2023-08-25 00:00:00,,"2X000652,653,654,655","130G丝光布54""",,白色,9.0,Y,4.0,36.0,,星昌.星联帐单
XC231009,莆田市星联鞋业有限公司,2023-10-08 00:00:00,4510066533,2X000927M,"390G YS7001三层网54""",,暴力灰14-4103TPG,10.0,Y,21.0,210.0,,星昌.星联帐单
XC231117,莆田市星联鞋业有限公司,2023-11-20 00:00:00,4510086324,,"180G K209网布54""",,驼色,9.0,Y,5.9,53.1,,星昌.星联帐单
XC231117,莆田市星联鞋业有限公司,2023-11-20 00:00:00,4510085749,2X001142,"380G K666单层网54""",,白色,111.0,Y,11.0,1221.0,,星昌.星联帐单
XC240429,莆田市星联鞋业有限公司,2024-04-23 00:00:00,,,300G 白色天鹅绒,,白色,42.0,码,9.5,399.0,,星昌.星联帐单
XC240436,莆田市星联鞋业有限公司,2024-04-26 00:00:00,,,300g提花天鹅绒,,白色,33.0,码,10.0,330.0,,星昌.星联帐单
XC240438,莆田市星联鞋业有限公司,2024-04-26 00:00:00,,,180g天鹅绒,,白色,92.0,码,5.0,460.0,,星昌.星联帐单
XC240518,莆田市星联鞋业有限公司,2024-05-17 00:00:00,4510121388,2X001793,"300g提花天鹅绒54""",,白色,104.0,码,10.0,1040.0,,星昌.星联帐单
XC2400720,莆田市星联鞋业有限公司,2024-07-18 00:00:00,4510128713,2X001896,"380G XF8021三明治网布54""",,黄色,11.0,码,14.5,159.5,,星昌.星联帐单
XC2400723,莆田市星联鞋业有限公司,2024-07-22 00:00:00,,2X001897,"380G XF8021三明治网布54""",,白色,12.0,码,14.5,174.0,,星昌.星联帐单
XC2400730,莆田市星联鞋业有限公司,2024-07-29 00:00:00,,2X001897,"380G XF8021三明治网布54""",,白色,2.0,码,14.5,29.0,,星昌.星联帐单
XC2400836,莆田市星联鞋业有限公司,2024-08-22 00:00:00,,,"300G 提花天鹅绒54""",,白色,20.0,码,10.0,200.0,,星昌.星联帐单
XC2400843,莆田市星联鞋业有限公司,2024-08-28 00:00:00,,,"250G 白色佳积布54""",,白色,7.0,码,4.8,33.6,,星昌.星联帐单
