supplier_name,receipt_date,product_code,product_name,received_qty,unit,related_external_order_no
鑫达盛/大丰,9/11,WD000122,"200G深灰色莱卡布54""",25,码,4510216446
荣翔/金宏盛,9/8,WD003789,"230G 棕色BK网布54""",354.166666666667,码,4510216446
润佳,9/2,WD004045,"220G 深棕色鸡皮绒54""",2,码,4510216446
盛玮,9/4,WJ000483,"220G黑色佳积布54""",620.454545454545,码,4510216446
尚好,9/2,WY000085,"黑色210D牛津布54""",200,码,4510216446
盛玮,8/25,20IM00391,"白色 佳绩布 54"" 120g",4177.5,Y,AHJPO2547116
盛玮,8/25,21FB00794,"黑色 120g 佳积布 54""",1260,Y,AHJPO2547116
荣翔,9/27,23MS01890,"黑色 230g CK网布 54""",1108,Y,AHJPO2547116
荣翔/大丰,9/28,25FB00752,"荧光粉17-2435TN 230g CK网布 54""",156,Y,AHJPO2547116
荣翔/盛翔,9/26,25FB00753,"蝴蝶兰14-3612TPG 230g CK网布 54""",190.4,Y,AHJPO2547116
荣翔/盛翔,9/27,25FB00754,"蓝色14-4530TN 230g CK网布 54""",165.6,Y,AHJPO2547116
峰星,8/22,WD002738,"350G K418 黑色格子布(柄亿）（新欧标环保）55""",1,码,4510216688
华宇,8/25,,470G DL1200 三明治网布黑色,752.391304347826,码,400151L
华宇/金宏盛,9/3,,DL2219三明治网布 380G/Y,500.526315789474,码,400121L
华融/金宏盛,9/10,,"DL1006A三明治480码克54"" 极限灰",137.333333333333,码,419102L
鑫达盛,9/8,,300G莱卡布 黑色,107.096774193548,码,419102L
昌鹏,8/28,16IM00998,"黑色 低弹平布 54""",307.5,Y,ALCPO2516314
双锦,8/29,24MS02173,"白色109-98-01 K208 240g BK网布 54""",200.4,Y,AHJPO2549742
宏溢/金宏盛,8/31,24MS02082,"白色109-98-01 镂空圆孔YS0391纹 310-320g 单层网布 54""",913.939393939394,Y,AHJPO2549742
客富/金宏盛,8/31,24MS02080,"白色109-98-01 YSK2360纹 400g 双心三层网 59""",115,Y,AHJPO2549742
联盛/金宏盛,8/31,24MS02130,"黑色139-18-00 XF8021纹 350g/Y 三明治网布 54""",1143.42857142857,Y,AHJPO2549742
盛玮,8/29,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",1197.61904761905,Y,AHJPO2549742
荣翔/盛翔,9/2,24IM00360,"黑色139-18-00 经编佳积布 46"" 150平方克",497.777777777778,Y,AHJPO2549742
荣翔/盛翔,9/1,24IM00363,"灰白色Mist Grey 017-79-00 经编佳积布 46"" 150平方克",163.333333333333,Y,AHJPO2549742
华宇,8/28,25FB00230,"白色109-98-01 CL24154纹 430g 三明治网布 54"" 耐黄",328.444444444444,Y,AHJPO2549742
峰星,8/26,25FB00231,"白色109-98-01 DJ132 240g POLYPAG单层网布 54"" 耐黄",104.166666666667,Y,AHJPO2549742
宏溢/盛翔,9/2,25FB00892,"黑色 139-18-00 YS571 530g 单层网布 54""",135.660377358491,Y,AHJPO2549742
华融,8/31,25FB00894,"黑色 139-18-00 YS5908纹 230g 三明治网布 54""",35.7894736842105,Y,AHJPO2549742
泉亿,8/26,25MS00942,蓝色117-46-30 250g BK网布 54“,73.6,Y,AHJPO2549742
宏溢/金宏盛,8/31,24MS02114,"胜利蓝Vector Navy 126-21-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",362.424242424242,Y,AHJPO2549742
宏溢/金宏盛,8/28,24MS02329,"莓粉色Berry chill 152-55-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",413.636363636364,Y,AHJPO2549742
宏溢/金宏盛,8/28,24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",516.666666666667,Y,AHJPO2549742
联盛/金宏盛,8/31,24MS02131,"白色109-98-01 XF8021纹 350g/Y 三明治网布 54""",368.285714285714,Y,AHJPO2549742
昌鹏,8/24,21FB00203,"白色 180g 丝光布 54""",1488.88888888889,Y,AHJPO2549742
荣翔,8/27,25FB00359,"黑色139-18-00 260g BK-Q01单层网布 54""",620.384615384615,Y,AHJPO2549742
盛玮,9/1,25IM00066,"灰色000-73-00 BK网布 54"" 200g",497.5,Y,AHJPO2549742
昌鹏,8/24,19FB00141,"黑色 丝光布 180克 54""",1073.88888888889,Y,AHJPO2549742
盛玮,8/29,20IM01015,"黑色 BK 网布 54"" 200g",1790,Y,AHJPO2549742
锦华/涵晨,8/29,22MS00310,"白色 K107 250g 单层网布 54""",1539.23076923077,Y,AHJPO2549742
宏溢/金宏盛,8/28,24MS02008,"黑色139-18-00 354纹 280-290g 单层网 54""",407.931034482759,Y,AHJPO2549742
锦华/金宏盛,9/3,24MS02074,"胜利蓝Vector Navy 126-21-11 D027纹 250-260g 单层网布 54""",655.384615384615,Y,AHJPO2549742
扣库,扣前单,25FB00358,"黑色139-18-00 CL24154纹 430g 三明治网布 54""",22,Y,AHJPO2549742
双辉,8/24,25FB00384,"蓝色118-30-29 260g BK-Q01单层网布 54""",246.538461538462,Y,AHJPO2549742
联盛,8/26,25MS00493,"黑色139-18-00 CL24140纹 三层网布 54""",81.219512195122,Y,AHJPO2549742
盛玮/泓大,9/2,25FB00844,"姜黄色Ginger Root031-53-13 K106/DJT 1834 FLECK TEX纹 单层网布 54""",18.1818181818182,Y,AHJPO2549742
荣翔,9/6,25FB00236,"白色109-98-01 LY-YG1190网布 54""",408,Y,AHJPO2549842
锦华/金宏盛,9/8,25FB00352,"红色012-41-36 DJ132 240g POLYPAG单层网布 54""",449.166666666667,Y,AHJPO2549842
双辉,8/27,25FB00360,"红色009-39-36 260g BK-Q01单层网布 54""",397.307692307692,Y,AHJPO2549842
锦华/泓大,9/6,25FB00399,"紫色160-71-05 DJ132 240g POLYPAG单层网布 54""",112.5,Y,AHJPO2549842
港丰/盛翔,9/4,25FB00882,"净粉色Pure Pink 011-87-11 椭圆形 小孔三明治网布 54""",121.666666666667,Y,AHJPO2549842
锦华/泓大,8/31,25MS01351,"粉色011-87-11 DJ132 POLYPAG 240g 单层网布 54""",120,Y,AHJPO2549842
荣翔,8/27,25MS00937,黑色139-18-00 CL21056 单层网布 54,159.473684210526,Y,AHJPO2549854
昌鹏,8/25,20FB00283,"黑色 180g 丝光布 54""",1021.66666666667,Y,AHJPO2549854
盛玮/泓大,9/7,25IM00048,"酒红155-32-27 BK网布 54"" 200g",125,Y,AHJPO2549854
宏溢/盛翔,8/27,24MS02007,"白色109-98-01 354纹 280-290g 单层网 54"" 耐黄",1732.06896551724,Y,AHJPO2549854
昌鹏,8/25,19FB00716,"白色 180g 丝光布 54""",444.444444444444,Y,AHJPO2549854
华宇/盛翔,9/2,25MS00900,"灰色000-73-00 YS22507 380g 小圆孔三明治 54""",61.3157894736842,Y,AHJPO2549854
宏溢/金宏盛,8/29,24MS02126,"海盐色Chalk 036-90-02 354纹 280-290g 单层网 54"" 耐黄",1773.57142857143,Y,AHJPO2549854
宏溢/盛翔,9/1,25FB00441,"海军蓝ADWU YH M 354纹 280-290g 单层网布 54""",112.5,Y,AHJPO2549854
盛玮,9/2,25IM00047,"暗灰Grey6 000-27-00 BK网布 54"" 200g",497.5,Y,AHJPO2549854
锦华/金宏盛,9/8,24MS02079,"冷灰色04 Cold Grey AC4N D027纹 250-260g 单层网布 54""",288.846153846154,Y,AHJPO2549854
盛玮,8/26,16FB00847,"白色 120g 佳积布 56""",1442.5,Y,AHJPO2549937
泓大,9/14,25MS00426,"黄色051-91-44 WX-018 毛巾布260g 54""",24,Y,ALCPO2516387
泉亿,9/12,25MS00865,白色109-98-01 250g 组织布54“,6,Y,ALCPO2516387
盛玮/大丰,9/6,WD004187,"180G橙卡其色18-0920TPG K209网布54""",140.555555555556,码,4510217222
鑫达盛/大丰,10/4,WD004189,"200G橙卡其色18-0920TPG拉毛四面弹54""",46,码,4510217222
双锦/大丰,9/3,WD004190,"360G橙卡其色18-0920TPG XF8001氨纶布54""",26.6666666666667,码,4510217222
双辉/泓大,9/4,WK000294,橄榄黄绿(18-0316TPG) K208网布,39.2,码,4510215235
双辉/泓大,9/7,WK000295,230G/Y 蛋奶黄(12-0601TPG) K208网布,36.6666666666667,码,4510215235
双辉/泓大,9/5,WK000296,230G/Y 钢灰(18-0201TPG) K208网布,43.4782608695652,码,4510215235
盛玮/盛翔,9/25,WJ000553,"220G浅米色佳积布54""",101.304347826087,码,4510217522
盛玮/盛翔,9/1,,120G 湖兰佳积布54'',620.833333333333,码,FE25032-25033
盛玮/盛翔,9/1,,120G桔色佳积布54'',782.5,码,FE25032-25033
港丰/金宏盛,9/11,,BHK637三层网 280平方克 黑色,267.179487179487,码,407625N
锦华/涵晨,9/3,22MS00310,"白色 K107 250g 单层网布 54""",760.769230769231,Y,AHJPO2550604
双辉,9/5,25FB00229,"白色109-98-01 260g BK-Q01单层网布 54"" 耐黄",54.8,Y,AHJPO2550604
盛翔,9/1,25FB00231,"白色109-98-01 DJ132 240g POLYPAG单层网布 54"" 耐黄",104.583333333333,Y,AHJPO2550604
盛玮,9/3,24MS02174,"黑色139-18-00 K208 240g BK网布 54""",261.666666666667,Y,AHJPO2550571
昌鹏,8/29,21FB00203,"白色 180g 丝光布 54""",1360,Y,AHJPO2550571
盛玮,9/6,25IM00039,"蓝色126-21-11 BK 单层网布 54"" 200g",495.25,Y,AHJPO2550571
盛玮,9/8,25MS00847,"白色109-98-01 200g BK网布 54""",489.5,Y,AHJPO2550571
盛玮,9/3,25IM00044,"米色 035-73-04 BK网布 54"" 200g",493,Y,AHJPO2550571
盛玮,9/1,25IM00046,"海盐色036-90-02 BK网布 54"" 200g",501,Y,AHJPO2550571
客富/金宏盛,8/31,24MS02080,"白色109-98-01 YSK2360纹 400g 双心三层网 59""",115,Y,AHJPO2550571
宏溢/金宏盛,9/7,24MS02114,"胜利蓝Vector Navy 126-21-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",230,Y,AHJPO2550571
宏溢/金宏盛,9/3,24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",302.727272727273,Y,AHJPO2550571
宏溢/金宏盛,9/1,24MS02082,"白色109-98-01 镂空圆孔YS0391纹 310-320g 单层网布 54""",301.818181818182,Y,AHJPO2550571
客富/金宏盛,9/5,24MS02080,"白色109-98-01 YSK2360纹 400g 双心三层网 59""",59.5,Y,AHJPO2550571
宏溢/金宏盛,9/8,24MS02329,"莓粉色Berry chill 152-55-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",214.848484848485,Y,AHJPO2550571
联盛/金宏盛,9/7,24MS02130,"黑色139-18-00 XF8021纹 350g/Y 三明治网布 54""",576.571428571429,Y,AHJPO2550571
友谊,9/9,WB12332,"340G 黑色XF8022三明治网布54""",20.5882352941176,码,4510217732
华宇,9/4,WB12333,"380G 白色XF8021三明治网布54""",48.2857142857143,码,4510217732
鑫达盛,9/4,WB12336,"220G 黑色D176方格纹四弹网布54""",56,码,4510217732
联盛/大丰,9/8,WB12342,"340G 黄色XF8022三明治网布54""",59,码,4510217732
联盛/大丰,9/1,WB12436,"380G 黄色XF8021三明治网布54""",91.4285714285714,码,4510217732
鑫达盛/大丰,9/7,WD002325,"220G 黄色D176方格纹四弹网布54""",97.2,码,4510217732
博星,9/5,WD004122,"220G 黑色鸡皮绒54""",165,码,4510217732
博星,9/8,WD004130,"220G 棕色鸡皮绒54""",2,码,4510217732
双辉/盛翔,9/12,WD004158,"230G 浅米色BK网布54""",300.416666666667,码,4510217732
双辉,9/2,WJ000026,"180G黑色佳积布58""",144.444444444444,码,4510217732
盛玮,9/10,WJ000029,"180G深蓝色佳积布58""",692.222222222222,码,4510217732
双锦,9/1,WJ000300,"150G黑色佳积布54""",188.666666666667,码,4510217732
峰星,8/29,,"180G天鹅绒54""黑色",78.3333333333333,码,401490L
宏溢/金宏盛,9/12,24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",236.666666666667,Y,AHJPO2550705
盛玮,9/2,22IM00411,"白色 佳积布 54"" 120g 耐黄",1050,Y,AHJPO2550716
宏溢/盛翔,9/12,24MS02333,"珠光灰Pearl Grey 099-85-01 镂空圆孔YS0391纹 310-320g 单层网布 54""",216.666666666667,Y,AHJPO2550716
三友,9/3,WB12252,"棕色10安帆布54""",198,码,4510217911
荣翔,8/29,25FB00723,"白色109-98-01 DJT-6515 单层网布 54""",369.375,Y,AHJPO2550779
荣翔/盛翔,9/7,25FB00724,"黑色139-18-00 DJT-6515 单层网布 54""",272.333333333333,Y,AHJPO2550779
锦华/盛翔,9/18,24MS02045,"海盐色Chalk 036-90-02 D027纹 250-260g 单层网布 54""",468.333333333333,Y,AHJPO2551193
联盛/金宏盛,9/5,24MS02131,"白色109-98-01 XF8021纹 350g/Y 三明治网布 54""",540.285714285714,Y,AHJPO2551193
联盛/金宏盛,9/7,24MS02131,"白色109-98-01 XF8021纹 350g/Y 三明治网布 54""",104.857142857143,Y,AHJPO2551193
港丰/盛翔,9/14,25FB00344,"粉色152-57-30 JFD1363 三明治网布 54""",78.9583333333333,Y,AHJPO2551193
三友,9/15,WH000041,"棕色12安帆布54""",541,码,4510218811
联盛/大丰,9/7,WS001352,420G/Y 暗橄榄黄19-0516TPG YS028三明治54″,51.25,码,4510219015
莆田染,9/1,,"D01网布 220码克54""深蓝",15,码,K25243
泉亿,9/3,,"D01网布 220码克54"" 桔色",50.4347826086956,码,K25263
盛玮,9/6,24MS02282,"白色109-98-01 K106/DJT 1834FLECK TEX纹 单层网布54"" 耐黄",575.909090909091,Y,ALCPO2517040
盛玮,9/15,25FB01250,胜利蓝Vector Navy 126-21-11 250g 加密真美布,1059.61538461538,Y,ALCPO2517040
荣翔/盛翔,9/14,,HSW32 P6纹 米色网布  56〃,176,码,J20250903002
铭超,9/12,,"黑色 丝光经编布58""",185,码,YH25044A-1.2BLACK
荣翔,9/13,,"黑色 HSW32 P6纹 单层网布56""",427.6,码,YH25044A-1.2BLACK
铭超,9/12,,"灰色（12-4302TPG) 丝光经编布58""",185,码,YH25044B-1.2GREY
荣翔/盛翔,9/14,,"灰色（12-4302TPG) HSW32 P6纹 单层网布56""",257.6,码,YH25044B-1.2GREY
铭超,9/15,,"粉色（11-0603TPG) 丝光经编布58""",163,码,YH25044C-1.2PINK
荣翔/盛翔,9/14,,"粉色（11-0603TPG)  HSW32 P6纹 单层网布56""",196.8,码,YH25044C-1.2PINK
荣翔/盛翔,9/14,,"中灰色（附鞋垫色卡）HSW32 P6纹 单层网布56""",192.4,码,YH25044B-1.2GREY
荣翔/盛翔,9/14,,"灰粉色（附鞋垫色卡）HSW32 P6纹 单层网布56""",183.2,码,YH25044C-1.2PINK
双辉/泓大,9/12,25MS00470,"粉色151-66-26 组织布 250g54""",44,Y,ALCPO2517060
泉亿,9/10,24FB01290,"白色109-98-01 250g 组织布54""",128.8,Y,ALCPO2517060
昌鹏,9/6,22FB00195,"黑色 TF18-Q08 220g 磨毛布54""",512.5,Y,ALCPO2517145
盛翔,9/7,22MS00311,"黑色 K107 250g 单层网布 54""",1157.30769230769,Y,ALCPO2517145
荣翔/泓大,9/12,,D01网布 烟雾蓝14-4203TPX,176.470588235294,Y,25052D-1
华融/盛翔,9/15,,三明治网布 烟雾蓝14-4203TPX,63.1034482758621,Y,25052D-1
华宇,9/17,25FB00365,"灰色000-36-00 CL24154纹 430g 三明治网布 54""",334.888888888889,Y,AHJPO2553164
盛玮,9/7,WB11680,"250G 白色佳积布54""",679.6,码,4510219960
双辉,9/18,,"黑色180G佳织布54""",2235.55555555556,码,25067A
双辉/盛翔,9/17,,"军绿色180G佳织布54""",278.333333333333,码,25067B
双辉,9/18,,"灰褐色180G佳织布54""",1522.77777777778,码,25067C
双辉,9/14,,"深蓝色180G佳织布54""",1240.55555555556,码,25067D
宏溢/盛翔,9/10,24MS02008,"黑色139-18-00 354纹 280-290g 单层网 54""",527.586206896552,Y,AHJPO2553453
宏溢/盛翔,9/12,24MS02126,"海盐色Chalk 036-90-02 354纹 280-290g 单层网 54"" 耐黄",711.071428571428,Y,AHJPO2553453
荣翔,9/8,24MS02280,"黑色139-18-00 K106/DJT 1834 FLECK TEX纹 单层网布 54""",465,Y,AHJPO2553453
盛玮,9/8,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",688.181818181818,Y,AHJPO2553453
盛玮,10/3,25MS00462,"蓝色 126-21-11 K106/DJT1834 单层网布 54""",464.090909090909,Y,AHJPO2553453
宏溢/盛翔,9/17,25MS01394,"蓝色 117-31-18 354纹 280-290g 单层网布 54""",540.714285714286,Y,AHJPO2553453
宏溢/盛翔,9/17,25MS01451,"极简棕Simple Beige 034-75-11 354纹 280-290g 单层网布 54""",330,Y,AHJPO2553453
宏溢/盛翔,9/27,25MS01453,"胜利蓝126-21-11 354纹 280-290g 单层网 54""",866.071428571428,Y,AHJPO2553453
港丰/盛翔,9/30,,BHK637三层网 280平方克 黑色,327.5,Y,407625N
港丰/盛翔,9/18,,BHK637三层网 280平方克 极致灰,172.894736842105,Y,407625N
双辉,9/11,WB10687,"180G白色佳积布54""",972.222222222222,码,4510220176
盛玮/盛翔,9/25,WJ000549,"220G米色佳积布54""",477.6,码,4510220176
双辉/大丰,9/16,WJ000554,"180G 月光灰色佳积布54""",37.7777777777778,码,4510220176
盛玮,9/17,WJ000555,"180G 淡粉色佳积布54""",17.2222222222222,码,4510220176
盛玮,9/17,WJ000483,"220G黑色佳积布54""",596.95652173913,码,4510220383
昌鹏,9/9,19FB00141,"黑色 丝光布 180克 54""",2077.22222222222,Y,AHJPO2543668
昌鹏,9/9,19FB00716,"白色 180g 丝光布 54""",1494.44444444444,Y,AHJPO2543668
华宇,9/11,25FB00230,"白色109-98-01 CL24154纹 430g 三明治网布 54"" 耐黄",976.222222222222,Y,AHJPO2543668
华宇,9/11,25FB00358,"黑色139-18-00 CL24154纹 430g 三明治网布 54""",1411.44444444444,Y,AHJPO2543668
华宇,9/10,25MS00834,"蓝色 126-21-11 CL24154纹 430g 三明治网布 54""",374.186046511628,Y,AHJPO2543668
华宇,9/10,25MS00838,"蓝色 118-30-29 CL24154纹 430g 三明治网布 54""",253.023255813953,Y,AHJPO2543668
南方信亿,9/11,25FB01324,"黑色 139-18-00 YS12984 500g 三明治网布 54""",217.5,Y,AHJPO2553870
鸿泰行,9/22,,0.5mm素面镭射TPU,120,Y,CGD20250900293
荣翔,9/10,25FB00359,"黑色139-18-00 260g BK-Q01单层网布 54""",166.923076923077,Y,AHJPO2546564
荣翔,9/10,25FB00236,"白色109-98-01 LY-YG1190网布 54""",108.8,Y,AHJPO2546575
中邦,9/11,WD003743,"YS2323米白色猫舌布54""",5,码,4510220550
荣翔/大丰,9/15,23MS02214,"火红色18-1664TPG 200g 小米通布 54""",113.636363636364,Y,ALCPO2517692
昌鹏,9/30,25FB00424,"白色11-0601TPG YS1066纹 230g平布 54""",98.8,Y,ALCPO2517692
盛玮,9/22,WS001431,320G 白色YSD137加厚内里布54″,310,码,4510220614
盛玮,9/10,WS001432,320G 黑色YSD137加厚内里布54″,614.6875,码,4510220614
王涛/金宏盛,9/30,25MS00656,"桃核粉12-0508TPG YSK133纹220g 单层网布 54""",381.904761904762,Y,ALCPO2517746
王涛/金宏盛,9/19,23MS01378,"亮白色11-4001TPG YSK133纹220g 单层网布 54""",1109.52380952381,Y,ALCPO2517746
王涛/金宏盛,9/24,24MS02389,"淡糯米11-0607TPG YSK133纹220g 单层网布 54""",143.333333333333,Y,ALCPO2517746
王涛/金宏盛,9/24,24MS01737,"云灰色13-4108TPG YSK133纹220g 单层网布 54""",240.47619047619,Y,ALCPO2517746
双辉,9/12,24FB01290,"白色109-98-01 250g 组织布54""",864,Y,ALCPO2517807
盛玮,9/12,24MS02282,"白色109-98-01 K106/DJT 1834FLECK TEX纹 单层网布54"" 耐黄",1715.45454545455,Y,ALCPO2517807
峰星,9/28,18FB00410,"黑色 150g 天鹅绒 54""",222.666666666667,Y,ALCPO2517888
峰星/大丰,9/19,24FB01308,"月蓝色11-4601TPG 150g 天鹅绒54""",248,Y,ALCPO2517888
盛玮,9/12,20IM00391,"白色 佳绩布 54"" 120g",1060,Y,AHJPO2555271
宏溢/金宏盛,9/28,24MS02341,"灰色03 Grey-3 000-55-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",213.333333333333,Y,AHJPO2555271
王涛/盛翔,10/20,23MS01378,"亮白色11-4001TPG YSK133纹220g 单层网布 54""",1337.61904761905,Y,ALCPO251793
峰星,9/15,WD001456,"300G 黑色天鹅绒54""",193,码,4510221389
昌鹏,9/14,20FB00283,"黑色 180g 丝光布 54""",1030.55555555556,Y,AHJPO2555512
盛玮,9/27,20IM01015,"黑色 BK 网布 54"" 200g",774.5,Y,AHJPO2555512
联盛,9/20,25MS00493,"黑色139-18-00 CL24140纹 三层网布 54""",48.2926829268293,Y,AHJPO2555512
泉亿,9/24,25FB01334,"青蓝088-74-24 200g BK网布 54""",132.777777777778,Y,AHJPO2556824
泉亿,9/24,25FB01335,"清浅灰043-89-00 200g Bk网布 54""",106.666666666667,Y,AHJPO2556824
联盛/大丰,9/24,25MS01493,"香粉红15-2216TPG CL24140纹 三层网 54""",23.4146341463415,Y,AHJPO2556824
星南,9/23,25MS01495,"樱花粉13-3207TPG 200g BK网布 54""",32.2222222222222,Y,AHJPO2556824
盛玮,9/19,25MS01496,"香粉红15-2216TPG 200g BK网布 54""",82,Y,AHJPO2556824
鑫达盛/大丰,9/19,WD003838,"230G玫红色莱卡布54""",53.6363636363636,码,4510221508
鑫达盛/大丰,9/20,WD003840,"230G深鸥灰色莱卡布54""",125,码,4510221508
盛玮,9/15,WJ000068,"180G冠军蓝色佳积布58""",33.3333333333333,码,4510221508
盛玮/盛翔,10/9,WJ000557,"220G 浅褐色佳积布JERSEY54""",357.6,码,4510221508
双辉,9/18,WK000299,"230G 米白色K208网布54""",1460.4347826087,码,4510221508
华宇,9/19,WS000962,"380G黑色 YD-0731三明治网布上树脂54""",133.6,码,4510221508
宏溢/盛翔,10/4,24MS02007,"白色109-98-01 354纹 280-290g 单层网 54"" 耐黄",1063.92857142857,Y,AHJPO2556995
盛玮,10/8,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54"" 耐黄",631.5,Y,AHJPO2556995
荣翔,10/20,25FB00723,"白色109-98-01 DJT-6515 单层网布 54""",611.875,Y,AHJPO2556995
荣翔/金宏盛,10/8,25FB01276,"木炭灰000-27-00 DJT-6515 单层网布 54""",363.142857142857,Y,AHJPO2556995
荣翔/大丰,9/21,25FB01277,"紫色 008-36-10 DJT-6515 单层网布 54""",57.8125,Y,AHJPO2556995
宏溢/盛翔,10/5,25MS01454,"深红008-26-19 354纹 280-290g 单层网 54""",178.571428571429,Y,AHJPO2556995
盛玮,9/25,25MS01455,"深红008-26-19 K106/DJT 1834 FLECK TEX纹 单层网布 54""",506.363636363636,Y,AHJPO2556995
宏溢/盛翔,9/27,25MS01456,"绿色091-24-14 354纹 280-290g 单层网 54""",122.142857142857,Y,AHJPO2556995
盛玮/盛翔,10/5,25MS01457,"绿色091-24-14 K106/DJT 1834 FLECK TEX纹 单层网布 54""",340.909090909091,Y,AHJPO2556995
宏溢/盛翔,,25MS01458,"米黄 038-90-04 354纹 280-290g 单层网 54""",258.620689655172,Y,AHJPO2556995
宏溢/金宏盛,10/11,25MS00757,"沙土 152-55-11 354纹 280-290g 单层网布 54""",1650,Y,AHJPO2557001
盛玮,10/16,25MS00758,"沙土 152-55-11 K106/DJT 1834 FLECK TEX纹 单层网布 54""",742.727272727273,Y,AHJPO2557001
宏溢/金宏盛,10/16,25MS00759,"灰色 099-85-01 354纹 280-290g 单层网布 54""",519.642857142857,Y,AHJPO2557001
盛玮/金宏盛,10/16,25MS00760,"灰色 099-85-01 K106/DJT 1834 FLECK TEX纹 单层网布 54""",330.909090909091,Y,AHJPO2557001
昌鹏,9/30,16IM00998,"黑色 低弹平布 54""",491.666666666667,Y,ALCPO2517755
双辉/大丰,10/13,25MS01482,绿色 056-65-20 BK-Q01单层网布 260g 54,100,Y,AHJPO2557005
盛玮,9/21,25MS01480,"海军蓝 ADWU 260g BK-Q01单层网布 54""",51.5384615384615,Y,AHJPO2557005
荣翔/大丰,9/26,25FB01338,"灰色000-73-00 CL21056 单层网布 54""",132.631578947368,Y,AHJPO2557005
大丰,9/26,25MS01503,"洗黑002-24-00 200g BK网布 54""",94.4444444444444,Y,AHJPO2557005
鑫达盛/大丰,9/30,25MS01383,"夜空灰19-3924TPG YS-125纹310g 粗网 54""",65.1612903225806,Y,ALCPO2518060
鑫达盛,10/3,24MS00839,"黑色 YS-125纹 310g 粗网 54""",55.4838709677419,Y,ALCPO2518060
博星,9/17,WD004249,"220G 浅棕色鸡皮绒54""",305,码,4510221771
昌鹏,9/23,19FB00141,"黑色 丝光布 180克 54""",738.888888888889,Y,AHJPO2557812
昌鹏,9/23,21FB00203,"白色 180g 丝光布 54""",708.888888888889,Y,AHJPO2557812
昌鹏,10/20,24FB01275,"白色109-98-01 180g 丝光布 54""",261.111111111111,Y,AHJPO2557812
锦华/盛翔,9/25,25FB00351,"黑色139-18-00 DJ132 240g POLYPAG单层网布 54""",802.916666666667,Y,AHJPO2557812
华宇,10/21,25FB00372,"蓝色105-55-12 CL24154纹 430g 三明治网布 54""",269.302325581395,Y,AHJPO2557812
华宇/盛翔,9/29,25MS00838,"蓝色 118-30-29 CL24154纹 430g 三明治网布 54""",63.0232558139535,Y,AHJPO2557812
宏溢/金宏盛,10/10,25MS01467,"黄棕色Court Brown 027-51-19 YS-K086 280-290g 单层网布 54""",251.428571428571,Y,AHJPO2557812
宏溢/金宏盛,10/10,25MS01469,深绿色059-37-05 YS-K086 280-290g 单层网布,252.142857142857,Y,AHJPO2557812
宏溢/盛翔,9/24,25MS01475,"白桃粉021-80-08 YS-K086 280-290g 单层网布 54""",246.428571428571,Y,AHJPO2557812
双辉,9/19,25MS01478,"胜利红009-39-36 260g BK-Q01单层网布 54""",42.3076923076923,Y,AHJPO2557812
双辉/大丰,10/10,25MS01481,"蓝色 115-57-21 BK-Q01单层网布 260g 54""",100,Y,AHJPO2557812
盛玮/大丰,9/24,WD004238,"180G 石灰色K209网布54""",140.555555555556,码,4510221917
峰星,9/19,WB7416,"3U黑色180G天鹅绒54""",139.444444444444,码,4510221971
双辉,9/17,WB10687,"180G白色佳积布54""",277.222222222222,码,4510221979
双辉,9/19,WB11269,"230G 黑色K208网布54""",335.652173913043,码,4510221979
盛玮,9/23,WB11679,"250G 黑色佳积布54""",900.952380952381,码,4510221979
盛玮,10/8,WB11680,"250G 白色佳积布54""",1904,码,4510221979
双辉,9/27,WB12589,"230G 白色K208网布54""",1135.21739130435,码,4510221979
锦华/盛翔,9/25,WB4780,"230G 11301 标准黑POLYPAG II 网布54""",770.8,码,4510221979
峰星,9/25,WB6769,"300G 白色提花天鹅绒54""",1303.33333333333,码,4510221979
鑫达盛,9/26,WD000448,"200G白色莱卡布54""",1420,码,4510221979
鑫达盛/大丰,9/30,WD001934,"200G粉色莱卡布54""",259.166666666667,码,4510221979
鑫达盛,9/30,WD003587,"200G蓝色莱卡布54""",459.583333333333,码,4510221979
锦华/盛翔,10/4,WD004210,"230G 浅卡其色POLYPAG PII网布54""",324,码,4510221979
鑫达盛,11/1,WD004211,"200G浅卡其色莱卡布54""",970.434782608696,码,4510221979
双辉/盛翔,10/22,WK000306,"230G 浅卡其色K208网布54""",390.869565217391,码,4510221979
峰星/大丰,10/13,WD004213,"180G浅卡其色天鹅绒54""",88.8888888888889,码,4510222046
双辉/盛翔,9/26,WK000307,"230G 粉色K208网布54""",122.916666666667,码,4510222046
双辉/盛翔,10/4,WK000308,"230G 蓝色K208网布54""",137.6,码,4510222046
