supplier_name,receipt_date,product_code,product_name,received_qty,unit,related_external_order_no
荣翔/金宏盛,3/17,WK000199,"黑色280GK208 54""",236.785714285714,码,4510181997
鑫达盛,3/17,WD000392,"200G黑色莱卡布54""",254.166666666667,码,4510182304
中邦,3/29,WD000448,"200G白色莱卡布54""",281.739130434783,码,4510182304
鑫达盛/大丰,3/23,WD001934,"200G粉色莱卡布54""",122,码,4510182304
峰星/大丰,3/16,WD003586,"230G 蓝色POLYPAG PII网布54""",79.5652173913043,码,4510182304
鑫达盛/大丰,3/15,WD003587,"200G蓝色莱卡布54""",113.461538461538,码,4510182304
盛玮/泓大,3/23,WJ000407,"250G 红粉色佳积布54""",50,码,4510182304
双辉/大丰,3/19,WK000240,"230G 粉色K208网布54""",39.1304347826087,码,4510182304
双辉/大丰,3/17,WK000241,"230G 蓝色K208网布54""",41.304347826087,码,4510182304
双锦,3/17,WS001301,"360-380G 白色空气层54""",136.216216216216,码,4510182304
荣翔,3/17,24MS02190,"暮光蓝Twilight Blue 119-35-20 K208 240-250g BK网布 54""",3.91304347826087,Y,AHJPO2513311
荣翔,3/20,WB16499,"220G 亮白色佳积布CY-D220 JERSEY （100% RECYCLE POLYESTER）58""",592.272727272727,码,4510183191
峰星,3/19,WB6769,"300G 白色提花天鹅绒54""",98.6666666666667,码,4510183191
峰星,3/17,WB7447,"白色180G天鹅绒54""",13.3333333333333,码,4510183191
双锦/大丰,3/26,WD002273,"180G 淡紫灰色K209网布54""",122.777777777778,码,4510183191
鑫达盛/大丰,4/5,23MS02170,"珊瑚绿7722C DH1503小圆点 网布 54""",275.2,Y,AHJPO2513854
双辉/泓大,3/30,23MS02171,"珊瑚绿7722C 220g 佳绩布 54""",200,Y,AHJPO2513854
鑫达盛/大丰,3/31,25MS00239,"玫红806U DH1503小圆点 网布 54""",6,Y,AHJPO2513854
鑫达盛/大丰,4/1,25MS00235,"蓝色282C DH1503小圆点 网布 54""",130,Y,AHJPO2513854
双辉/大丰,4/5,25MS00236,"蓝色282C 220g 佳绩布 54""",106.818181818182,Y,AHJPO2513854
鑫达盛,4/2,22IM00398,"白色 DH1503小圆点 网布 54""",37.6,Y,AHJPO2513854
盛玮,3/14,20IM00391,"白色 佳绩布 54"" 120g",1957.5,Y,AHJPO2514435
荣翔,3/15,24MS02190,"暮光蓝Twilight Blue 119-35-20K208 240-250g BK网布 54""",14.4444444444444,Y,AHJPO2514520
峰星/勇宏,3/26,24MS00037,"白色 220g 低弹平布 54"" 分化黑色+橘色16-1462TPX图案",100,Y,AHJPO2514573
峰星,3/17,WB7416,"3U黑色180G天鹅绒54""",103.333333333333,码,4510183922
双辉,3/14,WJ000462,"250G白色组织布58""",689.2,码,4510183922
扣库,,,0.5mm素面镭射TPU,61,Y,CGD20250300371
鸿泰行,5/5,,0.5mm素面镭射TPU,59,Y,CGD20250300449
峰星,3/24,22MS00311,"黑色 K107 250g 单层网布 54""",417.6,Y,ALCPO2504981
鸿顺,3/17,25FB00176,"沙土灰12-6204TPG 80g 佳积布54""",29.2307692307692,Y,ALCPO2504981
鸿顺,3/17,25FB00181,"草嫩色12-0109TPG 80g 佳积布54""",10.7692307692308,Y,ALCPO2504981
峰星,3/31,22MS00310,"白色 K107 250g 单层网布 54""",2736.8,Y,ALCPO2503714
双辉/大丰,3/15,,180G /Y K208布54” 黑森林19-0315TPG,140.5,码,LT-20250217013
荣翔/泓大,3/26,WD003611,"160G淡蓝色D01网布54""",62.5,码,4510184844
盛玮,3/24,WD003612,"160G白色D01网布54""",51.25,码,4510184844
双辉/优宜,3/27,24MS01071,"黑色 D01 230g  网布54""  防虹吸",108.695652173913,Y,AHJPO2515445
荣翔/大丰,4/7,24IM00213,"腐黄色16-0545TPGK106 经编里布 54"" 220g",121.6,Y,ALCPO2505345
荣翔/大丰,4/6,24IM00214,"鹿皮棕15-1308TPGK106 经编里布 54"" 220g",202,Y,ALCPO2505345
峰星,4/16,24FB01044,"黑色 天鹅绒 54""",136.923076923077,Y,ALCPO2505345
荣翔/大丰,4/15,24FB01286,"深灰色18-4006TPG 真美布 54""",153.2,Y,ALCPO2505345
荣翔/泓大,3/23,24FB01287,"瓷器棕18-1320TPG 真美布 54""",266,Y,ALCPO2505345
峰星/泓大,4/15,24FB01308,"月蓝色11-4601TPG 天鹅绒 54""",202.307692307692,Y,ALCPO2505345
峰星,4/16,24FB01309,"暖沙色15-1214TPG 天鹅绒 54""",159.230769230769,Y,ALCPO2505345
王涛//泓大,3/24,24MS01414,"浅灰色12-0404TPX YSK133纹220g 单层网布 54""",70,Y,ALCPO2505345
峰星/泓大,3/23,24MS01447,"南极灰13-4104TPG XF-3066纹 单层网布 54""",31.25,Y,ALCPO2505345
王涛//泓大,3/27,24MS01448,"南极灰13-4104TPG YSK133纹220g 单层网布 54""",80,Y,ALCPO2505345
峰星/泓大,4/15,24MS02185,"白帽灰12-0304TPG XF-3066纹 单层网布 54""",57.1875,Y,ALCPO2505345
王涛//泓大,3/27,24MS02186,"白帽灰12-0304TPG YSK133纹220g 单层网布 54""",245,Y,ALCPO2505345
泉亿,4/16,12IM00139,"黑色 真美布 54""",384,Y,ALCPO2505345
峰星,4/7,,黑K905低弹平布网布,493.333333333333,Y,CGD20250300533
南方信亿/,3/23,WS001278,"380G米白色Y6102三明治网布54""",17,码,4510185319
荣翔/泓大,3/28,WD003617,160G咖色D01网布54”,60,码,4510185265
荣翔/泓大,3/28,WD003618,160G棕色D01网布54”,93.75,码,4510185265
荣翔,3/25,WD003619,160G淡紫色D01网布54”,50,码,4510185265
荣翔,3/25,WD003621,160G骨白色D01网布54”,49.375,码,4510185265
鑫达盛,3/24,WD001721,"250G/Y 奶油色11-0103TPG半光莱卡布54""",125.769230769231,码,4510185368
盛玮/大丰,4/1,WJ000252,"250G/Y 11-0103TPG奶油色 佳积布54""",268,码,4510185368
荣翔,3/19,WD001666,250G/Y 黑色YS018M小华夫格网布55″,36.4,码,4510183502
联盛,3/20,WS000589,"420G/Y 白色 YS028三明治 54""",21.25,码,4510182191
联盛/泓大,3/23,WS001354,"420G/Y 米色12-0104TPG YS028三明治 54""",52.5,码,4510182191
峰星,3/24,24MS02074,"胜利蓝Vector Navy 126-21-11 D027纹 250-260g 单层网布54""",653.6,Y,AHJPO2515823
宏溢/金宏盛,3/23,24MS02082,"白色109-98-01 镂空圆孔YS0391纹 310-320g单层网布 54""",299.69696969697,Y,AHJPO2515823
宏溢/金宏盛,3/23,24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g单层网布 54""",314.242424242424,Y,AHJPO2515823
客富/泓大,4/3,24MS02109,"胜利蓝Vector Navy 126-21-11 YSK2360纹 400g 双心三层网59""",130,Y,AHJPO2515823
客富/泓大,4/5,24MS02110,"月色Moon 120-84-00 YSK2360纹400g 双心三层网 59""",100,Y,AHJPO2515823
客富/泓大,4/7,24MS02111,"柔软蓝Soft Blue 112-75-11 YSK2360纹 400g 双心三层网59""",130,Y,AHJPO2515823
宏溢/金宏盛,3/23,24MS02112,"柔软蓝Soft Blue 112-75-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",301.212121212121,Y,AHJPO2515823
宏溢/金宏盛,3/25,24MS02114,"胜利蓝Vector Navy 126-21-11 镂空圆孔YS0391纹 310-320g 单层网布 54""",299.393939393939,Y,AHJPO2515823
宏溢/金宏盛,3/23,24MS02115,"月色Moon 120-84-00 镂空圆孔YS0391纹 310-320g单层网布 54""",288.787878787879,Y,AHJPO2515823
联盛/金宏盛,3/23,24MS02130,"黑色139-18-00 XF8021纹 350g/Y三明治网布 54""",397.142857142857,Y,AHJPO2515823
泉亿,3/25,WD003616,"260G白色新样布54""",10.4,码,4510185398
荣翔/泓大,3/27,WD003526,"280G/Y深棕19-0912TPG YS-065M单网54""",102.8,码,4510185462
福泽/恒泰,3/27,WN000132,城堡灰19-0203TPG YS960D加密牛津布上防脱纱（厂商直上）,82,码,4510185462
海辉/恒泰,3/27,WN000200,YS960D茶棕色17-1314TPG加密牛津布防脱纱（厂家直上）,70,码,4510185462
三友,3/19,WB12252,"棕色10安帆布54""",374,码,4510185632
三友,3/27,WB16877,"棕色8安帆布54""",395,码,4510185632
荣翔/大丰,3/29,24MS00618,"米白色11-0701TPG HSW32 P6纹 单层网布 54""",121.2,Y,ALCPO2505596
荣翔/大丰,3/28,24MS01695,"米黄色7527C HSW32 P6纹 单层网布 54""",125,Y,ALCPO2505596
荣翔/大丰,3/28,24MS02152,"浅土棕 HSW32 P6纹 单层网布54""",126.25,Y,ALCPO2505596
荣翔/大丰,3/28,23FB01357,"烏鴉咖(19-0000 TPG) 毛巾布54""",160.8,Y,ALCPO2505607
华宇/金宏盛,3/30,23MS01210,"天鵝灰(12-0000 TPG) YS-0731 三明治网布 54""",256.578947368421,Y,ALCPO2505607
联盛/金宏盛,3/30,23MS01569,"明亮白(11-0601 TPG) YS-0731 三明治网布 54""",475.263157894737,Y,ALCPO2505607
华宇/金宏盛,3/30,23MS01811,"雕褐色(14-1310 TPG) YS-0731 三明治网布 54""",253.947368421053,Y,ALCPO2505607
鑫茂,3/25,23FB00929,"8安 古沙色（15-1314TPG）  帆布 54""",313,Y,ALCPO2505607
鑫茂,3/30,23FB01087,"8安 軟木褐(16-1422 TPG) 帆布54""",150,Y,ALCPO2505607
鑫茂,3/24,23FB00577,"8安 羊皮色(14-1122 TPG) 帆布54""",461,Y,ALCPO2505607
荣翔,3/26,16IM00985,"黑色 毛巾布 54""",233.2,Y,ALCPO2505607
鑫茂,4/1,18FB00544,"8安 黑色 帆布 54""",64,Y,ALCPO2505607
鑫茂,4/1,23FB00571,"8安 米白(11-0701 TPG) 帆布54""",579,Y,ALCPO2505607
荣翔,3/26,23FB00292,"明亮白(11-0601 TPX) 毛巾布54""",530.8,Y,ALCPO2505607
泉亿,4/9,23FB00320,"天鵝灰(12-0000 TPX) 毛巾布54""",105.2,Y,ALCPO2505607
盛玮,3/28,18FB00379,"佳积布 200G 54""黑色",1497.2,Y,ALCPO2505659
峰星,3/24,,黑色K184尼龙布54英寸,636,码,HX1190-001
邦达,3/22,09FB80006,"6安 黑色 帆布 54""",68,Y,AHJPO2516254
鑫茂,3/24,12FB00129,"6安 白色 帆布 54""",21,Y,AHJPO2516254
峰星,4/19,,超细金光绒1.5*150g/㎡,555.6,公斤,
峰星/泓大,3/23,,超细金光绒1.5*150g/㎡,132.380952380952,公斤,
双锦/大丰,3/29,WD003248,"180G 豆腐色K209网布54""",138.888888888889,码,4510186279
联盛/金宏盛,4/12,WS001399,"银灰色 YD-D497-22E-F网布54""",215.777777777778,码,4510186279
联盛/金宏盛,4/11,WS001400,"鲨鱼灰色 YD-D497-22E-F网布54""",163.777777777778,码,4510186279
盛玮/泓大,4/5,24IM00375,"蓝色16-4411TPG DSK01 经编佳绩布 54"" 240g",154.545454545455,Y,ALCPO2506164
峰星,3/25,22FB00195,"黑色 TF18-Q08 220g 磨毛布54""",571.666666666667,Y,ALCPO2506199
峰星,3/25,22MS00311,"黑色 K107 250g 单层网布 54""",523.2,Y,ALCPO2506199
荣翔,3/26,WD003613,160G黑色D01网布54”,485.625,码,4510186431
荣翔/泓大,4/2,WD003642,160G红色D01网布54”,74.6666666666667,码,4510186431
荣翔/泓大,3/31,WD003643,160G蓝色D01网布54”,78.125,码,4510186431
盛玮,3/31,WD003644,160G米白色D01网布54”,51.875,码,4510186463
峰星,4/3,WB4822,"130G 白色丝光布54""",182.142857142857,码,4510186751
鑫达盛,3/25,24MS00839,"黑色 YS-125纹 310g 粗网 54""",136.774193548387,Y,ALCPO2506347
鑫达盛/大丰,3/30,24MS01316,"月岩灰14-4201TPG YS-125纹310g 粗网 54""",259.354838709677,Y,ALCPO2506347
鑫达盛/大丰,4/1,24MS01318,"米黄色12-5202TPG YS-125纹310g 粗网 54""",122.58064516129,Y,ALCPO2506347
鑫达盛/大丰,3/31,24MS01321,"橘卡其17-1325TPG YS-125纹310g 粗网 54""",150.645161290323,Y,ALCPO2506347
荣翔,4/14,23MS02119,"黑色19-0303TPG 200g 小米通布54""",1278.18181818182,Y,ALCPO2506353
宏溢/金宏盛,4/7,23MS02121,"黑色19-0303TPG YSK055纹 单层网布 54""",208.75,Y,ALCPO2506353
宏溢/金宏盛,4/7,23MS02122,"白色11-0601TPG YSK055纹 单层网布 54""",116.75,Y,ALCPO2506353
宏溢/金宏盛,4/7,23MS02206,"火红色18-1664TPG YSK055纹 单层网布 54""",637.75,Y,ALCPO2506353
宏溢/金宏盛,4/7,23MS02211,"海藻蓝19-4024TPX YSK055纹 单层网布 54""",552,Y,ALCPO2506353
荣翔,4/8,23MS02213,"米白色11-0103TPG200g 小米通布 54""",1462.27272727273,Y,ALCPO2506353
荣翔/大丰,3/30,23MS02214,"火红色18-1664TPG200g 小米通布 54""",229.545454545455,Y,ALCPO2506353
荣翔/大丰,4/8,23MS02218,"海藻蓝19-4024TPX 200g 小米通布 54""",225,Y,ALCPO2506353
铭超,3/29,24FB00703,"浅香槟金11-0104TPG 色丁布54""",71,Y,ALCPO2506353
峰星,4/3,24FB01035,"古白色11-0105TPG YS1066纹230g 平布 54""",832.608695652174,Y,ALCPO2506353
永顺/金宏盛,4/15,24FB01419,"火红色18-1664TPG 300D 粗纹牛津布 54""",550,Y,ALCPO2506353
永顺/金宏盛,4/15,24FB01420,"快活绿18-6030TPG 300D 粗纹牛津布 54""",561,Y,ALCPO2506353
永顺,3/30,24FB01421,"黑色19-0303TPG 300D 粗纹牛津布 54""",238,Y,ALCPO2506353
福泽,3/26,24FB01423,"米白色11-0103TPG 210D 加密牛津布 54""",124,Y,ALCPO2506353
福泽,3/26,24FB01424,"快活绿18-6030TPG 210D 加密牛津布 54""",63,Y,ALCPO2506353
永顺,3/30,24FB01427,"米白色11-0103TPG 300D 粗纹牛津布 54""",67,Y,ALCPO2506353
中邦,4/9,24IM00140,"雪白色11-0602TPG 莱卡 54""250g",468.8,Y,ALCPO2506353
荣翔/大丰,3/28,24MS02468,"青豆绿18-5616TPG 200g 小米通布 54""",206.363636363636,Y,ALCPO2506353
四海,4/8,24FB00771,"8安 暖褐色(16-1318 TPG) 帆布54""",101,Y,ALCPO2506384
联盛/泓大,4/5,24MS01216,"淺沙褐(14-1210 TPG) YS-0731 三明治网布 54""",64.4736842105263,Y,ALCPO2506384
盛玮,4/7,17FB00694,"80g 佳积布 54""",1846.25,Y,ALCPO2505366
盛玮,4/7,20IM00393,"黑色 佳绩布 54"" 80g",1508,Y,ALCPO2506373
双锦,4/7,22FB00235,"白色235g  （健康布）加密针织布54""",459.69696969697,Y,ALCPO2506373
双锦,4/7,22FB00271,"黑色235g  （健康布）加密针织布54""",459.69696969697,Y,ALCPO2506373
盛玮/金宏盛,4/12,24IM00031,"火红色18-1664TPG 佳绩布 54""80g",996,Y,ALCPO2506373
荣翔,4/3,24IM00360,"黑色139-18-00 经编佳积布 46"" 150平方克",326.111111111111,Y,AHJPO2517137
荣翔/金宏盛,4/9,24IM00363,"灰白色Mist Grey 017-79-00 经编佳积布 46"" 150平方克",468.333333333333,Y,AHJPO2517137
峰星,4/1,24MS02026,"黑色139-18-00 D027纹 250-260g 单层网布 54""",2956.640625,Y,AHJPO2517137
峰星,3/31,24MS02045,"海盐色Chalk 036-90-02 D027纹 250-260g 单层网布 54""",1079.2,Y,AHJPO2517137
峰星,3/31,24MS02075,"跋涉绿Trek Green AF9D D027纹 250-260g 单层网布 54""",557.2,Y,AHJPO2517137
峰星,3/31,24MS02076,"红岩色Sedona Rose AF2A D027纹 250-260g 单层网布 54""",746.4,Y,AHJPO2517137
峰星,3/31,24MS02078,"雾灰色Steely Fog AF2M D027纹 250-260g 单层网布 54""",990,Y,AHJPO2517137
峰星,3/31,24MS02079,"冷灰色04 Cold Grey AC4N D027纹 250-260g 单层网布 54""",1018.46153846154,Y,AHJPO2517137
客富/金宏盛,4/7,24MS02080,"白色109-98-01 YSK2360纹 400g 双心三层网 59""",126.5,Y,AHJPO2517137
宏溢/金宏盛,4/6,24MS02082,"白色109-98-01 镂空圆孔YS0391纹 310-320g 单层网布 54""",298.181818181818,Y,AHJPO2517137
宏溢/金宏盛,4/7,24MS02103,"黑色139-18-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",446.666666666667,Y,AHJPO2517137
客富/金宏盛,4/13,24MS02104,"黑色139-18-00 YSK2360纹 400g 双心三层网 59""",680.5,Y,AHJPO2517137
客富/泓大,4/5,24MS02106,"灰白色Mist Grey 017-79-00 YSK2360纹 400g 双心三层网 59""",95,Y,AHJPO2517137
宏溢/金宏盛,4/7,24MS02113,"灰白色Mist Grey 017-79-00 镂空圆孔YS0391纹 310-320g 单层网布 54""",298.484848484848,Y,AHJPO2517137
华宇/金宏盛,4/6,24MS02130,"黑色139-18-00 XF8021纹 350g/Y 三明治网布 54""",1695.42857142857,Y,AHJPO2517137
华宇/金宏盛,4/6,24MS02131,"白色109-98-01 XF8021纹 350g/Y 三明治网布 54""",874,Y,AHJPO2517137
华宇/金宏盛,4/7,24MS02131,"白色109-98-01 XF8021纹 350g/Y 三明治网布 54""",858.571428571429,Y,AHJPO2517137
华宇/金宏盛,4/11,24MS02131,"白色109-98-01 XF8021纹 350g/Y 三明治网布 54""",1325.71428571429,Y,AHJPO2517137
荣翔,4/8,24MS02165,"雾粉色Frosted Berry 152-85-11 LY-YG1190/YS1190纹 250g 小四方泡布 54""",650.740740740741,Y,AHJPO2517137
荣翔,4/8,24MS02166,"太妃粉Dusty Rose 154-63-12 LY-YG1190纹 YS1190纹 250g 小四方泡布 54""",392.692307692308,Y,AHJPO2517137
盛玮,4/5,24MS02173,"白色109-98-01 K208 240g BK网布 54""",803.2,Y,AHJPO2517137
盛玮,4/10,24MS02174,"黑色139-18-00 K208 240g BK网布 54""",518.8,Y,AHJPO2517137
盛玮,4/14,24MS02175,"宝蓝色Vector Blue(R) 118-30-29 K208 240g BK网布 54""",401.6,Y,AHJPO2517137
盛玮,4/10,24MS02182,"优秀蓝Optimum Blue 118-34-36 K208 240g BK网布 54""",500.8,Y,AHJPO2517137
盛玮/,4/8,24MS02189,"生长绿Upgrade Green 074-53-20 K208 240-250g BK网布 54""",409.2,Y,AHJPO2517137
荣翔,4/8,24MS02190,"暮光蓝Twilight Blue 119-35-20 K208 240-250g BK网布 54""",17.7777777777778,Y,AHJPO2517137
盛玮,4/8,24MS02191,"复古红Retro Red 011-27-26 K208 240g BK网布 54""",404.8,Y,AHJPO2517137
双辉/勇宏,4/14,25MS00245,"白色109-98-01 K208 240g BK网布 分化 柠檬黄Acid Yellow-R 053-79-38图案 54""",141,Y,AHJPO2517138
盛玮,4/12,24FB01186,"白色109-98-01 250g 加密真美布54""",583.2,Y,ALCPO2506554
泉亿,4/9,24FB01189,"黑色139-18-00 250g 加密真美布54""",97.6,Y,ALCPO2506554
盛玮,4/8,24FB01190,"水洗黑Washed Black 002-24-00 250g 加密真美布 54""",476.538461538462,Y,ALCPO2506554
峰星,4/1,24FB01193,"白色109-98-01 220-230g 低弹平布 54""",298.695652173913,Y,ALCPO2506554
峰星,3/30,24FB01196,"水洗黑Washed Black 002-24-00 220-230g 低弹平布 54""",447.391304347826,Y,ALCPO2506554
盛玮,4/12,24FB01239,"海盐色Chalk 036-90-02 250g 加密真美布 54""",1212,Y,ALCPO2506554
盛玮/勇宏,4/8,24FB01246,"白色 250g 佳积布 升华转印黑色底蓝色年轮线条 54""",1299.6,Y,ALCPO2506554
盛玮,3/31,24IM00269,"黑色139-18-00 佳积布 54""250g",635.2,Y,ALCPO2506554
盛玮,"4/2,5",24IM00272,"海盐色Chalk 036-90-02 佳积布54"" 250g",487.2,Y,ALCPO2506554
盛玮,4/5,24IM00285,"纯灰色02 Pure Grey 2 ADHD 佳积布 54"" 250g",922,Y,ALCPO2506554
盛玮,4/7,24IM00286,"激光粉Laster Pink AF2C 佳积布54"" 250g",412.8,Y,ALCPO2506554
盛玮,4/2,24IM00289,"灰黑色Jet Black 19-0303TPX 佳积布 54"" 250g",1240,Y,ALCPO2506554
盛玮,4/3,24IM00294,"太妃粉Dusty Rose 154-63-12 佳积布 54"" 250g",520,Y,ALCPO2506554
宏溢/金宏盛,4/11,24MS02007,"白色109-98-01 354纹 280-290g单层网 54""",718.928571428571,Y,ALCPO2506554
宏溢/金宏盛,4/14,24MS02008,"黑色139-18-00 354纹 280-290g单层网 54""",272.5,Y,ALCPO2506554
宏溢/金宏盛,4/9,23MS02121,"黑色19-0303TPG YSK055纹 单层网布 54""",297.5,Y,ALCPO2506554
峰星,4/13,24MS02040,"纯灰色02 ADHD D027Pure Grey 2纹 250-260g 单层网布  54""",391.015625,Y,ALCPO2506554
峰星,3/30,24MS02066,"蓝色ADWW D027纹 250-260g 单层网布 54""",571.2,Y,ALCPO2506554
荣翔,4/3,24MS02102,"白色109-98-01 K106 230-250g 单层网布 54""",225,Y,ALCPO2506554
宏溢/金宏盛,4/15,24MS02126,"海盐色Chalk 036-90-02 354纹280-290g 单层网 54""",323.571428571428,Y,ALCPO2506554
峰星,4/7,24MS02159,"白色109-98-01 DJ 132/有光K184纹 240g 单层网布 54""",96.6666666666667,Y,ALCPO2506554
峰星,3/30,24MS02055,"灰泥粉Pink Stucco AF9X D027纹250-260g 单层网布 54""",552.8,Y,ALCPO2506554
峰星,3/30,24MS02059,"柠绿色Solar Lime-R 064-84-51 D027纹 250-260g 单层网布54""",544.615384615385,Y,ALCPO2506554
峰星,4/1,22MS00311,"黑色 K107 250g 单层网布 54""",347.65625,Y,ALCPO2506372
峰星,5/26,24FB01193,"白色109-98-01 220-230g 低弹平布 54""",99.1304347826087,Y,ALCPO2506568
盛玮,4/5,24IM00291,"柠绿色Solar Lime-R 064-84-51佳积布 54"" 250g",508.8,Y,ALCPO2506568
鸿顺,4/25,24IM00328,"生胶棕Synth Gum 01 029-61-15佳积布 54"" 80g",18,Y,ALCPO2506568
盛玮,4/25,24FB01239,"海盐色Chalk 036-90-02 250g 加密真美布 54""",400.4,Y,ALCPO2506565
峰星,3/31,24FB01240,"海盐色Chalk 036-90-02 220-230g 低弹平布 54""",448.260869565217,Y,ALCPO2506565
盛玮,4/3,24IM00290,"葡萄叶Grape Leaf 19-0511TCX 佳积布 54"" 250g",518,Y,ALCPO2506565
友恒,4/28,24IM00329,"海盐色Chalk 036-90-02 佳积布54"" 80g",43.6363636363636,Y,ALCPO2506565
荣翔,4/30,24MS02102,"白色109-98-01 K106 230-250g 单层网布 54""",108.695652173913,Y,ALCPO2506565
宏溢/金宏盛,4/19,24MS02126,"海盐色Chalk 036-90-02 354纹280-290g 单层网54""",276.428571428571,Y,ALCPO2506565
四海,4/10,24FB00675,"8安开心果(12-0110TPG)帆布54""",50,Y,AHJPO2516996
鑫茂,4/9,23FB00621   -63,"8安 島嶼青(15-5425 TPG) 帆布54""",124,Y,AHJPO2516996
扣库,,16MS01315,"黑色三明治网布54""",39,Y,AHJPO2516996
双锦,4/3,WS001301,"360-380G 白色空气层54""",53.9393939393939,码,4510186910
邦达,4/23,09FB80006,"6安 黑色 帆布 54""",45,Y,AHJPO2517394
荣翔,4/17,24MS02282,"白色109-98-01 K106/DJT 1834 FLECK TEX纹 单层网布 54""",53.5,Y,AHJPO2517417
峰星,4/3,24FB01169,"卡其色 YS1066纹 230g 平布54""",599.130434782609,Y,ALCPO2506686
鸿顺,4/7,24IM00265,"卡其色 佳绩布 54"" 80g",476.25,Y,ALCPO2506686
宏溢/金宏盛,4/14,24MS01986,"卡其色 YSK055纹 单层网布54""",632.25,Y,ALCPO2506686
荣翔/大丰,4/6,24MS02150,"卡其色 200g 小米通布 54""",135.454545454545,Y,ALCPO2506686
荣翔,4/14,24MS02151,"传统蓝16-4127TPG 200g 小米通布 54""",444.090909090909,Y,ALCPO2506686
日新,4/21,WD000164,"200G黑色D02网布54""",164,码,4510187206
双锦,4/16,WD001586,"200G白色D02网布54""",15,码,4510187206
鑫茂,3/28,23FB00929,"8安 古沙色（15-1314TPG）  帆布 54""",1258,Y,ALCPO2506718
鸿顺,4/17,24IM00265,"卡其色 佳绩布 54"" 80g",252,Y,ALCPO2506735
华融,4/8,,三明治网布/炭黑Anthracite 19-4007TPX,91.7241379310345,Y,25026E
双锦,4/9,,D01网布/炭黑Anthracite 19-4007TPX,331.333333333333,Y,25026E
盛玮/莆田,4/16,25IM00015,"复古绿Retro Teal 094-32-15 经编佳积布 54"" 250g",65,Y,AHJPO2517473
盛玮/莆田,4/14,25IM00018,"黑莓色Black Cherry 159-23-15 经编佳积布 54"" 250g",61.6,Y,AHJPO2517473
莆田染,4/14,25MS00084,"盛怒粉Passion Pink 160-61-28 DJ 132/有光K184纹 240g 单层网布 54""",8,Y,AHJPO2517473
莆田染,4/14,25MS00088,"正黄色Golden Haze 037-81-37 DJ 132/有光K184纹 240g 单层网布 54""",8,Y,AHJPO2517473
荣翔,4/6,,D01网布 亮白11-0601TPX,153.125,Y,25026B-1
华融,4/8,,三明治网布/亮白BRIGHT WHITE 11-0601TPX,36,Y,25026B-1
峰星/大丰,4/8,,超细金光绒1.5*150g/㎡ 藏青,100.952380952381,公斤,2025HL027/028
峰星,4/12,,超细金光绒1.5*150g/㎡ 黑色,589.047619047619,公斤,2025HL027/028
宏溢/莆田,4/16,25MS00313,"中国红18-1663TPG YS-K086 310g 单层网布 54""",100,Y,AHJPO2518303
泓大,5/11,23MS00038,"茶麦色Beige 2 13-0401TPG 220g BK网布 54""",247.826086956522,Y,ALCPO2507041
盛玮/大丰,4/11,24MS01936,"古蓝色16-4018TPG 220g BK网布54""",103.04347826087,Y,ALCPO2507041
荣翔/莆田染,4/23,25MS00321,"雾粉色152-85-11 K106/DJT 1834 FLECK TEX纹 单层网布 54""",120,Y,AHJPO2518435
宏溢/莆田,4/23,25MS00323,"豪华灰 Luxe Grey 018-85-01 354纹 280-290g 单层网布 54""",35,Y,AHJPO2518435
宏溢/莆田,4/23,25MS00325,"雾粉色152-85-11 354纹 280-290g 单层网布 54""",45,Y,AHJPO2518435
荣翔/泓大,4/20,25MS00326,"灰色000-47-00 K106/DJT 1834 FLECK TEX纹 单层网布 54""",100,Y,AHJPO2518435
海辉,4/2,DC01803272,"黑色 FMD-F2-066网布54""",163,码,CHT2502069-04
荣翔/大丰,4/12,24MS01993,"金钟粉15-2718TCX LY-TS1595 200g 环保内里单层网布 54""",250,Y,ALCPO2507469
荣翔/金宏盛,4/14,25MS00065,"乳白色Chic Cream LY-TS1595 200g 环保内里单层网布 54""",554.5,Y,ALCPO2507469
峰星/莆田染,4/14,25FB00278,"灰色000-55-00 180g 丝光布 54""",41,Y,AHJPO2520592
峰星,4/11,20MS00668,"黑色 180g 丝光布 54""",193.846153846154,Y,AHJPO2520592
裕泰/金宏盛,4/21,25FB00279,"黑色139-18-00 条纹 三明治网布 54""",444.62962962963,Y,AHJPO2520634
裕泰/金宏盛,4/24,25FB00279,"黑色139-18-00 条纹 三明治网布 54""",685.185185185185,Y,AHJPO2520634
裕泰/金宏盛,4/21,25FB00276,"灰色03 Grey-3 000-55-00 条纹 三明治网布 54""",461.730769230769,Y,AHJPO2520634
铭超,4/11,24FB00703,"浅香槟金11-0104TPG 色丁布54""",29,Y,ALCPO2507691
宏溢/金宏盛,4/12,24MS00931,"雪白色11-0602TPG YSK055纹 单层网布 54""",184.5,Y,ALCPO2507691
福泽,4/15,24FB01424,"快活绿18-6030TPG 210D 加密牛津布 54""",142,Y,ALCPO2507691
荣翔/大丰,4/12,24MS02468,"青豆绿18-5616TPG 200g 小米通布 54""",343.181818181818,Y,ALCPO2507691
宏溢/金宏盛,4/12,23MS02206,"火红色18-1664TPG YSK055纹 单层网布 54""",570.5,Y,ALCPO2507691
