泉州阳硕鞋材有限公司,,,,,,,,,,,,,,,
2026年01月份请款明细,,,,,,,,,,,,,,,
TO：,安迪星（福建）体育用品有限责任公司,,,,,,,,,,,,,,
ATTN：高小姐,,,,,,,,,,,币别:人民币,,,,
日 期,送货单号,订单号,指令,型体,物料编号,刀模,品名及规格,颜色,数量,单位,支数,单价  (RMB),小缸费,金额(元),备注
2026-01-12 00:00:00,FLDH260130,PA251217013,K250003,372B5RW-A2S,C0300155,KS-26102K,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,32.7,码,,16,,523.2,
2026-01-12 00:00:00,FLDH260130,PA251217013,K250004,342B8BW-A3T,C0300155,KS-26102W,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,47,码,,16,,752,
2026-01-12 00:00:00,FLDH260130,PA251219135,K250005,322J48W-A00,C0300155,AS26102T-1,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,8.6,码,,16,,137.6,
2026-01-12 00:00:00,FLDH260130,PA251219135,K250006,332I23W-A01,C0300155,AS26102K-3,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,25.8,码,,16,,412.8,
2026-01-12 00:00:00,FLDH260130,PA251219135,K250008,372J37W-A00,C0300155,AS26102K-1,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,7.3,码,,16,,116.8,
2026-01-12 00:00:00,FLDH260131,PA251227027,PPS0001,322J48W-A00,C0300155,AS26011T-A,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,16,,1.6,
2026-01-12 00:00:00,FLDH260131,PA251227027,PPS0003,332I23W-A01,C0300155,AS26011K-C,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,16,,1.6,
2026-01-12 00:00:00,FLDH260131,PA251227027,PPS0004,342B8BW-A3T,C0300155,AS26011W,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,16,,1.6,
2026-01-12 00:00:00,FLDH260131,PA251227027,PPS0010,372B5RW-A2S,C0300155,AS26011K,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,16,,1.6,
2026-01-12 00:00:00,FLDH260131,PA251227027,PPS0011,372J37W-A00,C0300155,AS26011K-A,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.6,码,,16,600,609.6,
2026-01-12 00:00:00,FLDH260132,PA260110032,K260006,382J5LW-A02,C0501825,AS26001M,"DJ132单层网布240g 54""",109-98-01白,1.8,码,,7,,12.6,
2026-01-12 00:00:00,FLDH260132,PA260110032,K260008,382K77W-A02,C0501825,AS26002M,"DJ132单层网布240g 54""",109-98-01白,0.8,码,,7,,5.6,
2026-01-12 00:00:00,FLDH260133,PA251227027,PPS0016,382M31W-A01,C0504094,AS26004M,"K328单层网布240g 54""",红色18-1651TPG,1,码,,6.8,,6.8,
2026-01-12 00:00:00,FLDH260133,PA251227026,K250030,382M31W-A01,C0504094,AS26004M,"K328单层网布240g 54""",红色18-1651TPG,7.7,码,,6.8,300,352.36,
2026-01-12 00:00:00,FLDH260134,PA251227027,PPS0031,382M3BW-A01,C0504638,AS26006K,"K328单层网布240g 54""",红色18-1550TPG,1,码,,6.8,,6.8,
2026-01-12 00:00:00,FLDH260134,PA251227026,K250064,382M3BW-A01,C0504638,AS26006K,"K328单层网布240g 54""",红色18-1550TPG,7.7,码,,6.8,300,352.36,
2026-01-12 00:00:00,FLDH260135,PA251227027,PPS0007,372B5RW-A0H,C0504091,AS26011K,"K106单层网布180g 54""",139-18-00黑色,1,码,,4.5,,4.5,
2026-01-12 00:00:00,FLDH260135,PA251227026,K250009,372B5RW-A0H,C0504091,AS26011K,"K106单层网布180g 54""",139-18-00黑色,0.8,码,,4.5,,3.6,
2026-01-12 00:00:00,FLDH260136,PA251227027,PPS0009,372B5RW-A2Q,C0504301,AS26011K,"K106单层网布180g 54""",黄色13-1105TPG,1,码,,4.5,,4.5,
2026-01-12 00:00:00,FLDH260136,PA251227026,K250011,372B5RW-A2Q,C0504301,AS26011K,"K106单层网布180g 54""",黄色13-1105TPG,0.8,码,,4.5,300,303.6,
2026-01-12 00:00:00,FLDH260137,PA251217013,K250003,372B5RW-A2S,C0504146,KS-26102K,"K106单层网布180g 54""",米白11-4801TPG,110.6,码,,4.5,,497.7,
2026-01-12 00:00:00,FLDH260137,PA251217013,K250004,342B8BW-A3T,C0504146,KS-26102W,"K106单层网布180g 54""",米白11-4801TPG,156.4,码,,4.5,,703.8,
2026-01-12 00:00:00,FLDH260137,PA251219135,K250005,322J48W-A00,C0504146,AS26102T-1,"K106单层网布180g 54""",米白11-4801TPG,26.9,码,,4.5,,121.05,
2026-01-12 00:00:00,FLDH260137,PA251219135,K250006,332I23W-A01,C0504146,AS26102K-3,"K106单层网布180g 54""",米白11-4801TPG,84.3,码,,4.5,,379.35,
2026-01-12 00:00:00,FLDH260137,PA251219135,K250008,372J37W-A00,C0504146,AS26102K-1,"K106单层网布180g 54""",米白11-4801TPG,24.9,码,,4.5,,112.05,
2026-01-12 00:00:00,FLDH260138,PA251227027,PPS0001,322J48W-A00,C0504146,AS26011T-A,"K106单层网布180g 54""",米白11-4801TPG,0.2,码,,4.5,,0.9,
2026-01-12 00:00:00,FLDH260138,PA251227027,PPS0003,332I23W-A01,C0504146,AS26011K-C,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,4.5,,1.35,
2026-01-12 00:00:00,FLDH260138,PA251227027,PPS0004,342B8BW-A3T,C0504146,AS26011W,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,4.5,,1.35,
2026-01-12 00:00:00,FLDH260138,PA251227027,PPS0010,372B5RW-A2S,C0504146,AS26011K,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,4.5,,1.35,
2026-01-12 00:00:00,FLDH260138,PA251227027,PPS0011,372J37W-A00,C0504146,AS26011K-A,"K106单层网布180g 54""",米白11-4801TPG,0.9,码,,4.5,,4.05,
2026-01-12 00:00:00,FLDH260139,PA251227027,PPS0009,372B5RW-A2Q,C0300164,AS26011K,"600D尼龙牛津布上防脱纱58""",黄色13-1105TPG,1,码,,16,,16,
2026-01-12 00:00:00,FLDH260139,PA251227026,K250011,372B5RW-A2Q,C0300164,AS26011K,"600D尼龙牛津布上防脱纱58""",黄色13-1105TPG,0.9,码,,16,600,614.4,
2026-01-12 00:00:00,FLDH260140,PA260104016,JF260003,J669KA-06KBC-C0617,C0504667,JF26605C,"DJ132单层网布240g 54""",18-2133TPG红,19.8,码,,7,300,438.6,
2026-01-12 00:00:00,FLDH260141,PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504670,JF26605C,"DJ132单层网布240g 54""",16-4414TPG蓝,19.8,码,,7,300,438.6,
2026-01-16 00:00:00,FLDH260142,PA251227027,PPS0012,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260142,PA251227027,PPS0013,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.9,码,,360,,324,
2026-01-16 00:00:00,FLDH260142,PA251227027,PPS0012,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,1,码,,7,,7,
2026-01-16 00:00:00,FLDH260142,PA251227027,PPS0006,362B4GW-A36,C0504601,AS26011W-A,"K106单层网布180g 54""",灰色13-4104TPG,1,码,,4.5,,4.5,
2026-01-16 00:00:00,FLDH260143,PA251227026,K250081,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260143,PA251227026,K250082,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,360,,108,
2026-01-16 00:00:00,FLDH260143,PA251227026,K250083,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.9,码,,360,,324,
2026-01-16 00:00:00,FLDH260143,PA251227026,K250084,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,360,,108,
2026-01-16 00:00:00,FLDH260143,PA251227026,K250085,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260144,PA251227026,K250086,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260144,PA251227026,K250087,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,360,,108,
2026-01-16 00:00:00,FLDH260144,PA251227026,K250088,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.5,码,,360,,180,
2026-01-16 00:00:00,FLDH260144,PA251227026,K250089,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,360,,108,
2026-01-16 00:00:00,FLDH260144,PA251227026,K250090,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260145,PA251230004,K250093,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260145,PA251230004,K250094,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,360,,108,
2026-01-16 00:00:00,FLDH260145,PA251230004,K250095,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260145,PA251230004,K250096,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1,码,,360,,360,
2026-01-16 00:00:00,FLDH260145,PA251230004,K250097,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1.8,码,,360,,648,
2026-01-16 00:00:00,FLDH260146,PA251230004,K250098,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,2.5,码,,360,,900,
2026-01-16 00:00:00,FLDH260146,PA251230004,K250099,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260146,PA251230004,K250100,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,360,,108,
2026-01-16 00:00:00,FLDH260146,PA251230004,K250101,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260146,PA251230004,K250102,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1,码,,360,,360,
2026-01-16 00:00:00,FLDH260147,PA251230004,K250103,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1.8,码,,360,,648,
2026-01-16 00:00:00,FLDH260147,PA251230004,K250104,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,2.7,码,,360,,972,
2026-01-16 00:00:00,FLDH260147,PA251230005,K250091,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260147,PA251230005,K250092,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260147,PA251230005,PPS0033,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,360,,36,
2026-01-16 00:00:00,FLDH260147,PA251230005,PPS0034,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.5,码,,360,,180,
2026-01-16 00:00:00,FLDH260148,PA260106024,K260003,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.5,码,,360,,180,
2026-01-16 00:00:00,FLDH260148,PA260106024,K260004,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1.3,码,,360,,468,
2026-01-16 00:00:00,FLDH260148,PA260110032,K260005,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.2,码,,360,,72,
2026-01-16 00:00:00,FLDH260148,PA260110032,K260006,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.6,码,,360,,216,
2026-01-16 00:00:00,FLDH260149,PA251227026,K250081,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.3,码,,7,,2.1,
2026-01-16 00:00:00,FLDH260149,PA251227026,K250082,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,3.5,码,,7,,24.5,
2026-01-16 00:00:00,FLDH260149,PA251227026,K250083,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,6.2,码,,7,,43.4,
2026-01-16 00:00:00,FLDH260149,PA251227026,K250084,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,3.2,码,,7,,22.4,
2026-01-16 00:00:00,FLDH260149,PA251227026,K250085,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,1.4,码,,7,,9.8,
2026-01-16 00:00:00,FLDH260150,PA251230004,K250093,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,1.3,码,,7,,9.1,
2026-01-16 00:00:00,FLDH260150,PA251230004,K250094,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,2.7,码,,7,,18.9,
2026-01-16 00:00:00,FLDH260150,PA251230004,K250095,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.5,码,,7,,3.5,
2026-01-16 00:00:00,FLDH260150,PA251230004,K250096,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,10.6,码,,7,,74.2,
2026-01-16 00:00:00,FLDH260150,PA251230004,K250097,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,17.9,码,,7,,125.3,
2026-01-16 00:00:00,FLDH260151,PA251230004,K250098,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,25.4,码,,7,,177.8,
2026-01-16 00:00:00,FLDH260151,PA251230004,K250105,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,1.4,码,,7,,9.8,
2026-01-16 00:00:00,FLDH260151,PA251230004,K250106,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,3.1,码,,7,,21.7,
2026-01-16 00:00:00,FLDH260151,PA251230004,K250107,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,18.8,码,,7,,131.6,
2026-01-16 00:00:00,FLDH260151,PA251230004,K250108,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,20.4,码,,7,,142.8,
2026-01-16 00:00:00,FLDH260152,PA251230005,K250091,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,7,,0.7,
2026-01-16 00:00:00,FLDH260152,PA251230005,PPS0033,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.3,码,,7,,2.1,
2026-01-16 00:00:00,FLDH260152,PA251230005,PPS0035,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.5,码,,7,,3.5,
2026-01-16 00:00:00,FLDH260152,PA260106024,K260004,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,4.7,码,,7,,32.9,
2026-01-16 00:00:00,FLDH260152,PA260110032,K260005,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,2.8,码,,7,,19.6,
2026-01-16 00:00:00,FLDH260152,PA260110032,K260007,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.8,码,,7,,5.6,
2026-01-16 00:00:00,FLDH260153,PA260104016,JF260001,J66MVB-06KBC-C4227,C0501181,JF26605C,"DJ132单层网布240g 54""",139-18-00黑,43.1,码,,7,,301.7,
2026-01-16 00:00:00,FLDH260153,PA260104016,JF260002,J66MVB-06KBC-C9999,C0501181,JF26605C,"DJ132单层网布240g 54""",139-18-00黑,42.4,码,,7,,296.8,
2026-01-16 00:00:00,FLDH260154,PA260104016,JF260002,J66MVB-06KBC-C9999,C0504659,JF26605C,"YS360单层网布240g 54""",139-18-00黑,189.3,码,,16,,3028.8,
2026-01-16 00:00:00,FLDH260154,PA260104016,JF260006,J66AKA-011BC-C0802,C0504659,JF26604C,"YS360单层网布240g 54""",139-18-00黑,139.1,码,,16,,2225.6,
2026-01-16 00:00:00,FLDH260155,PA260104016,JF260003,J669KA-06KBC-C0617,C0504654,JF26605C,"YS 360单层网布240g 54""",19-2118TPG深红,53.6,码,,16,300,1157.6,
2026-01-16 00:00:00,FLDH260156,PA260104016,JF260001,J66MVB-06KBC-C4227,C0504660,JF26605C,"YS 360单层网布240g 54""",19-3924TPG蓝,71.2,码,,16,,1139.2,
2026-01-16 00:00:00,FLDH260156,PA260104016,JF260007,J66AKA-011BC-C4227,C0504660,JF26604C,"YS 360单层网布240g 54""",19-3924TPG蓝,142.7,码,,16,300,2583.2,
2026-01-16 00:00:00,FLDH260157,PA251219135,K250007,362B4GW-A36,C0504601,AS26102W-1,"K106单层网布180g 54""",灰色13-4104TPG,93.6,码,,4.5,300,721.2,
2026-01-16 00:00:00,FLDH260158,PA260112024,V260061,100272329,C0503027,FL-FW25259J,"K208单层网布 180g 54""",000-47-00灰,9,码,,5,,45,
2026-01-16 00:00:00,FLDH260158,PA260112024,V260063,100272329,C0503027,FL-FW25259J,"K208单层网布 180g 54""",000-47-00灰,10.7,码,,5,300,353.5,
2026-01-16 00:00:00,FLDH260159,PA260112024,V260017,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,44.4,码,,5.7,,253.08,
2026-01-16 00:00:00,FLDH260159,PA260112024,V260020,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,53.3,码,,5.7,,303.81,
2026-01-16 00:00:00,FLDH260159,PA260112024,V260028,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,271.2,码,,5.7,,1545.84,
2026-01-16 00:00:00,FLDH260159,PA260112024,V260046,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,1010.6,码,,5.7,,5760.42,
2026-01-16 00:00:00,FLDH260160,PA260104016,JF260001,J66MVB-06KBC-C4227,C0504656,JF26605C,"YS 360单层网布240g 54""",19-3964TPG蓝色,118.5,码,,16,300,2196,
2026-01-16 00:00:00,FLDH260161,PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504657,JF26605C,"YS 360单层网布240g 54""",15-1912TPG粉,32.7,码,,16,300,823.2,
2026-01-16 00:00:00,FLDH260162,PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504661,JF26605C,"YS 360单层网布240g 54""",16-4414TPG蓝,53.6,码,,16,300,1157.6,
2026-01-16 00:00:00,FLDH260163,PA260104016,JF260003,J669KA-06KBC-C0617,C0504662,JF26605C,"YS 360单层网布240g 54""",17-1456TPG桔,32.7,码,,16,300,823.2,
,,,,,,,以下空白,,,,,,,,
,,,,合       计：,,,,,6040.9,,,,,60420.03,
,,,,,人民币大写：,,陆万零肆佰贰拾元零叁分,,,,,,,,
客户回签:,,,,,,,审  核：,,,,,,,制　表：戴春莲,
"附言:请核对确认后传回我司! 若每月5号前不回签,则视同确认我司金额.多谢支持!",,,,,,,,,,,,,,,
